체결시각,현재가격,체결수량,매도1호가,매수1호가,최종매도매수,총잔량매도,총잔량매수
[09:00:42-342047],10738,36,00010738,00010737,2,0014500,0013214
[09:00:42-361891],10738,61,00010738,00010737,2,0014439,0013209
[09:00:42-369367],10738,48,00010738,00010737,2,0014394,0013209
[09:00:42-370464],10738,3,,1 000106,2,, 000107
[09:00:43-454023],10738,54,00010738,00010737,1,0014440,0013217
[09:00:44-112918],10738,49,00010739,00010738,2,0014394,0013237
[09:00:44-771274],10738,30,00010739,00010738,1,0014352,0013910
[09:00:46-983348],10739,100,00010739,00010738,2,0014315,0013866
[09:00:48-207789],10739,30,00010740,00010739,2,0014268,0014106
[09:00:48-255591],10739,1,00010740,00010739,1,0014301,0014119
[09:00:49-179468],10739,30,00010740,00010739,1,0014301,0014089
[09:00:49-180933],10739,6,00010740,00010739,1,0014301,0014083
[09:00:49-182543],10739,100,00010740,00010739,1,0014301,0013983
[09:00:49-187306],10739,36,00010739,00010738,1,0014304,0013944
[09:00:49-646829],10739,4,00010740,00010739,1,0014310,0013977
[09:00:49-647203],10739,6,00010740,00010738,1,0014310,0013971
[09:00:53-048546],10739,10,00010740,00010738,1,0014170,0014021
[09:00:54-658239],10739,100,00010740,00010739,1,0014166,0013974
[09:00:55-477244],10739,1,00010740,00010739,2,0014176,0014288
[09:00:56-694468],10739,3,00010740,00010738,1,0014176,0014271
[09:00:57-622892],10739,6,00010740,00010739,1,0014176,0014275
[09:00:57-624839],10739,4,00010740,00010738,1,0014176,0014271
[09:01:01-046245],10739,2,00010739,00010738,2,0014437,0014275
[09:01:12-592890],10739,100,00010739,00010738,2,0014381,0014382
[09:01:13-383562],10739,150,00010739,00010738,2,0014261,0014402
[09:01:13-385263],10739,1,00010739,00010738,2,0014260,0014402
[09:01:13-387172],10739,12,,2 000106,2,, 000107
[09:01:17-859016],10739,100,00010740,00010739,1,0014248,0014518
[09:01:17-974371],10739,67,00010739,00010738,1,0014395,0014461
[09:01:19-100692],10739,175,00010740,00010739,2,0014262,0014296
[09:01:19-102438],10739,7,00010740,00010739,1,0014262,0014289
[09:01:19-109964],10739,66,00010740,00010739,1,0014262,0014223
[09:01:19-111406],10739,1,00010740,00010739,1,0014262,0014222
[09:01:19-121506],10739,48,00010740,00010739,1,0014262,0014174
[09:01:19-122569],10739,1,00010740,00010739,1,0014262,0014173
[09:01:19-123778],10739,2,00010740,00010738,1,0014262,0014171
[09:01:39-782136],10739,200,00010739,00010738,2,0014905,0013811
[09:01:39-788676],10739,4,00010740,00010738,2,0014901,0013811
[09:01:39-800002],10739,4,00010740,00010738,1,0014901,0013811
[09:01:39-802282],10739,3,,2 000106,1,, 000107
[09:01:40-579725],10739,15,00010740,00010739,2,0014920,0013896
[09:01:40-583797],10739,36,00010740,00010739,1,0014906,0013860
[09:01:40-590276],10739,49,00010740,00010738,1,0014906,0013811
[09:01:46-728114],10740,1,00010740,00010739,2,0015280,0014101
[09:01:47-499123],10739,100,00010740,00010739,1,0015280,0014001
[09:01:50-275769],10740,1,00010740,00010739,2,0015351,0013981
[09:01:53-026357],10740,1,00010740,00010739,2,0015850,0014002
[09:01:55-083901],10740,1,00010740,00010739,2,0015859,0014072
[09:01:56-312503],10740,7,00010740,00010739,2,0015844,0014091
[09:01:57-921968],10740,1,00010740,00010739,2,0015803,0014136
[09:02:11-804576],10740,200,00010740,00010739,2,0015700,0014194
[09:02:11-807527],10740,73,00010740,00010739,2,0015624,0014194
[09:02:11-813782],10740,99,00010740,00010739,2,0015525,0014194
[09:02:11-814945],10740,6,00010740,00010739,2,0015519,0014194
[09:02:11-816014],10740,14,,3 000106,2,, 000107
[09:02:16-149236],10740,3,00010741,00010740,1,0014874,0014246
[09:02:16-153056],10740,10,00010741,00010740,1,0014874,0014236
[09:02:16-155365],10740,5,,3 000106,1,, 000107
[09:02:16-179950],10740,3,00010740,00010739,2,0014890,0014184
[09:02:16-180579],10740,14,00010740,00010739,2,0014876,0014184
[09:02:16-181698],10740,2,00010741,00010739,2,0014874,0014184
[09:02:17-677444],10740,30,00010741,00010739,2,0014866,0014184
[09:02:17-686596],10740,1,00010741,00010740,1,0014866,0014186
[09:02:17-690149],10740,2,,3 000106,1,, 000107
[09:02:18-885898],10740,20,00010740,00010739,2,0014955,0014151
[09:02:19-264360],10740,20,00010740,00010739,2,0014955,0014159
[09:02:28-940824],10740,10,00010740,00010739,2,0014998,0015146
[09:02:31-515710],10740,50,00010740,00010739,2,0014956,0015246
[09:02:33-177572],10740,63,00010741,00010740,2,0014893,0015341
[09:02:33-764520],10740,67,00010741,00010740,1,0014893,0015277
[09:02:33-769350],10740,70,,3 000106,1,, 000107
[09:02:34-947261],10740,49,00010741,00010740,2,0014903,0015347
[09:02:35-248159],10740,100,00010741,00010740,1,0014903,0015258
[09:02:35-259778],10740,29,00010741,00010740,1,0014903,0015226
[09:02:35-261102],10740,18,00010741,00010740,1,0014903,0015208
[09:02:35-263331],10740,4,,3 000106,1,, 000107
[09:02:44-575782],10740,50,00010740,00010739,2,0015368,0015317
[09:02:46-623198],10740,200,00010740,00010739,2,0015165,0015168
[09:02:46-633806],10740,100,00010740,00010739,2,0015065,0015176
[09:02:46-635787],10740,12,00010741,00010740,2,0015053,0015189
[09:02:47-441009],10740,17,,3 000106,1,, 000107
[09:02:49-540534],10740,50,00010741,00010739,1,0015053,0015173
[09:02:53-799180],10740,1,00010740,00010739,2,0015329,0015173
[09:02:53-829743],10740,1,00010740,00010739,2,0015326,0015172
[09:02:55-387543],10740,8,00010741,00010740,2,0015318,0015214
[09:02:55-452472],10740,42,00010741,00010739,1,0015318,0015181
[09:02:55-506144],10741,1,00010741,00010739,2,0015317,0015172
[09:02:58-014109],10740,1,00010740,00010739,1,0015400,0015181
[09:02:58-234500],10740,1,00010740,00010739,2,0015399,0015181
[09:03:11-875028],10739,200,00010740,00010739,1,0016029,0014926
[09:03:11-878217],10739,50,00010740,00010738,1,0016029,0014876
[09:03:12-626112],10739,6,00010739,00010738,2,0016057,0014876
[09:03:12-629700],10739,2,,2 000106,2,, 000107
[09:03:13-814868],10739,100,00010739,00010738,2,0015990,0014876
[09:03:27-580305],10738,500,00010739,00010738,1,0016496,0014461
[09:03:27-584119],10738,11,00010739,00010738,1,0016496,0014450
[09:03:27-591595],10738,60,00010739,00010738,1,0016507,0014390
[09:03:27-595504],10738,6,00010739,00010738,1,0016545,0014384
[09:03:27-596552],10738,22,,1 000106,1,, 000107
[09:03:29-059396],10738,8,,1 000106,2,, 000107
[09:03:33-169022],10738,1,00010739,00010737,2,0016565,0014471
[09:03:35-397323],10738,94,00010738,00010737,1,0016561,0014521
[09:03:35-403972],10738,1,00010738,00010737,2,0016560,0014520
[09:03:35-406474],10738,1,00010738,00010737,2,0016559,0014520
[09:03:35-408690],10738,4,,1 000106,2,, 000107
[09:03:38-461197],10738,280,00010738,00010737,1,0016885,0014521
[09:03:38-776597],10738,50,00010738,00010737,2,0016838,0014512
[09:03:40-637704],10738,1,00010738,00010737,2,0016848,0014512
[09:03:40-977920],10738,30,00010738,00010737,2,0016815,0014512
[09:03:42-986709],10738,2,00010738,00010737,2,0016763,0014512
[09:03:43-844652],10738,30,00010738,00010737,2,0016753,0014542
[09:03:43-847085],10738,117,00010739,00010737,2,0016636,0014542
[09:03:44-214318],10738,10,00010739,00010738,1,0016636,0014573
[09:03:45-016728],10738,41,00010738,00010737,1,0016645,0014542
[09:03:45-019469],10738,9,00010739,00010737,2,0016636,0014542
[09:03:47-064554],10738,165,,1 000106,1,, 000107
[09:03:47-065242],10737,135,00010739,00010737,1,0016636,0014357
[09:03:49-048536],10738,16,00010739,00010738,2,0015763,0014448
[09:03:50-226227],10738,87,00010738,00010737,1,0016456,0014370
[09:03:51-351027],10738,150,00010738,00010737,2,0016320,0014370
[09:03:52-164518],10738,47,00010739,00010737,2,0016293,0014480
[09:03:52-571016],10738,1,,1 000106,2,, 000107
[09:03:54-058041],10738,30,00010739,00010738,2,0016294,0014530
[09:03:55-285927],10738,100,00010739,00010738,1,0016294,0014484
[09:03:56-777972],10738,78,00010739,00010738,1,0016294,0014499
[09:03:56-791842],10738,10,00010739,00010738,1,0016294,0014489
[09:03:56-794204],10738,1,00010739,00010738,1,0016294,0014488
[09:03:56-796764],10738,1,00010739,00010738,1,0016294,0014487
[09:03:56-797877],10738,24,,1 000106,1,, 000107
[09:03:59-763077],10738,1,00010739,00010737,2,0016702,0014463
[09:04:13-507908],10737,15,00010738,00010737,1,0017027,0014638
[09:04:13-508639],10737,15,00010738,00010737,1,0017027,0014623
[09:04:13-509875],10737,5,00010738,00010737,1,0017027,0014618
[09:04:19-998524],10738,1,00010738,00010737,2,0017042,0014618
[09:04:24-752212],10738,5,00010738,00010737,2,0016806,0014623
[09:04:25-243329],10738,30,00010738,00010737,2,0016776,0014623
[09:04:28-260190],10738,10,00010738,00010737,2,0016562,0014623
[09:04:28-977163],10738,30,00010738,00010737,2,0016502,0014723
[09:04:30-725794],10738,100,00010738,00010737,2,0016302,0014733
[09:04:30-726049],10738,5,00010739,00010738,2,0016297,0014748
[09:04:40-661485],10738,10,00010739,00010738,1,0015866,0015073
[09:04:45-553115],10738,3,00010739,00010738,1,0016366,0015120
[09:04:46-602242],10738,157,00010738,00010737,1,0016459,0014963
[09:04:49-287183],10738,30,00010738,00010737,2,0016434,0014463
[09:04:51-131341],10738,1,00010738,00010737,2,0016430,0014463
[09:04:51-777875],10738,62,00010739,00010738,2,0016668,0014651
[09:04:57-945547],10738,170,00010738,00010737,1,0016696,0015013
[09:04:57-953205],10738,30,00010739,00010737,2,0016669,0015013
[09:05:51-019430],10738,30,00010739,00010738,1,0016359,0015941
[09:05:52-296879],10738,3,00010739,00010738,1,0016359,0015935
[09:05:57-625068],10739,1,00010739,00010738,2,0016361,0015935
[09:06:42-880342],10739,1,00010739,00010738,2,0016419,0016338
[09:06:43-246942],10739,1,00010739,00010738,2,0016418,0016338
[09:06:51-740400],10739,500,00010739,00010738,2,0015917,0016338
[09:06:51-756984],10739,87,00010740,00010738,2,0015830,0016354
[09:06:53-567833],10739,1,00010740,00010739,1,0015804,0016412
[09:06:53-785556],10739,6,00010740,00010739,1,0015804,0016403
[09:06:53-789619],10739,49,,2 000106,1,, 000107
[09:06:55-130142],10739,30,00010740,00010739,2,0015804,0016350
[09:07:13-623108],10740,1,00010740,00010739,2,0016010,0016696
[09:07:21-782875],10740,100,00010740,00010739,2,0015925,0016707
[09:07:29-792204],10740,10,00010740,00010739,2,0015903,0016802
[09:07:31-856918],10740,5,00010740,00010739,2,0015901,0016797
[09:07:33-063932],10740,150,00010740,00010739,2,0015851,0016797
[09:07:34-409413],10740,300,00010740,00010739,2,0015551,0016811
[09:07:34-412356],10740,10,00010740,00010739,2,0015538,0016811
[09:07:35-220153],10740,3,00010740,00010739,2,0015535,0016829
[09:07:35-221541],10740,3,00010740,00010739,2,0015532,0016829
[09:07:35-430244],10740,60,00010740,00010739,2,0015472,0016770
[09:07:36-000740],10740,182,00010741,00010740,2,0015190,0016788
[09:07:36-474303],10740,1,00010741,00010740,1,0015190,0016798
[09:07:36-912078],10740,25,00010741,00010739,1,0015495,0016770
[09:07:38-828739],10740,3,00010740,00010739,2,0015852,0016767
[09:08:00-842945],10739,100,00010740,00010739,1,0016655,0016790
[09:10:00-046846],10740,9,00010740,00010739,2,0016330,0016571
[09:10:22-499144],10740,10,00010740,00010739,2,0016470,0016571
[09:10:29-465352],10740,5,00010740,00010739,2,0016466,0016666
[09:10:35-538478],10739,3,00010740,00010739,1,0016466,0016663
[09:11:17-698783],10739,435,00010739,00010738,1,0016511,0016297
[09:11:49-951355],10738,1,00010739,00010738,1,0016635,0016279
[09:11:54-266543],10739,1,00010739,00010738,2,0016634,0016279
[09:12:08-398144],10739,100,00010739,00010738,2,0016577,0016303
[09:12:14-187612],10738,5,00010739,00010738,1,0016563,0016311
[09:12:28-091457],10738,200,00010739,00010738,1,0016571,0016098
[09:12:35-036153],10738,25,00010739,00010738,1,0016565,0016020
[09:12:38-856153],10738,1,00010739,00010738,1,0016565,0016019
[09:12:40-709655],10738,250,00010739,00010738,1,0016265,0015862
[09:12:40-713493],10738,23,00010739,00010738,1,0016265,0015836
[09:12:40-718555],10738,13,00010739,00010738,1,0016265,0015823
[09:12:40-720962],10738,125,00010739,00010738,1,0016265,0015698
[09:12:40-723532],10738,1,00010739,00010738,1,0016265,0015697
[09:12:40-731101],10738,9,00010739,00010738,1,0016265,0015688
[09:12:40-734950],10738,3,00010739,00010738,1,0016265,0015685
[09:12:40-737360],10738,2,00010739,00010738,1,0016265,0015683
[09:12:40-742335],10738,4,00010739,00010738,1,0016265,0015679
[09:12:40-743495],10738,1,00010739,00010738,1,0016265,0015678
[09:12:40-744815],10738,2,00010738,00010737,1,0016284,0015676
[09:12:40-756121],10738,9,00010738,00010737,2,0016280,0015676
[09:12:40-760056],10738,1,00010738,00010737,2,0016282,0015676
[09:12:40-769804],10738,6,00010739,00010737,2,0016265,0015676
[09:12:41-065660],10738,19,,1 000106,2,, 000107
[09:12:41-538991],10738,29,00010738,00010737,1,0016149,0015713
[09:12:41-540725],10738,3,00010739,00010737,2,0016146,0015713
[09:12:41-584442],10738,3,00010738,00010737,1,0016173,0015713
[09:12:49-547106],10738,1,00010738,00010737,2,0016160,0015666
[09:12:55-852488],10738,50,00010738,00010737,2,0016644,0015646
[09:12:56-434697],10737,5,00010738,00010737,1,0016644,0015641
[09:13:14-367286],10738,100,00010738,00010737,2,0017102,0015679
[09:13:14-369080],10738,1,00010738,00010737,2,0017101,0015679
[09:13:14-427123],10737,500,00010738,00010737,1,0017098,0015222
[09:13:37-879104],10737,100,00010738,00010737,1,0017165,0015179
[09:13:38-768274],10737,110,00010738,00010737,1,0017179,0015069
[09:13:42-541717],10737,50,00010738,00010737,1,0017129,0015019
[09:13:43-396358],10737,200,00010738,00010737,1,0017129,0014819
[09:13:43-398165],10737,13,00010738,00010736,1,0017129,0014806
[09:13:43-413248],10737,1,00010737,00010736,2,0017138,0014862
[09:13:43-618315],10737,6,00010738,00010736,2,0017129,0014862
[09:13:43-781558],10737,1,,0 000106,2,, 000107
[09:13:46-103434],10736,1,00010737,00010736,1,0017129,0014861
[09:13:46-774673],10736,1,00010737,00010736,1,0017393,0014804
[09:14:07-222898],10737,200,00010737,00010736,2,0017256,0015088
[09:14:07-239278],10737,29,00010737,00010736,2,0017207,0015135
[09:14:07-246728],10737,37,00010737,00010736,2,0017170,0015135
[09:14:07-249153],10737,31,00010737,00010736,2,0017139,0015135
[09:14:07-252728],10737,64,,0 000106,2,, 000107
[09:14:16-319857],10737,239,00010737,00010736,1,0017122,0016173
[09:14:16-326841],10737,61,00010738,00010736,2,0017071,0016173
[09:14:16-340637],10737,3,00010738,00010737,1,0017071,0016197
[09:14:16-349116],10737,24,,0 000106,1,, 000107
[09:14:26-682020],10737,56,00010737,00010736,1,0016937,0015173
[09:14:26-813662],10737,44,00010738,00010736,2,0016893,0015173
[09:14:51-690693],10737,243,00010737,00010736,1,0017400,0015091
[09:14:51-710837],10737,57,00010738,00010736,2,0017345,0015091
[09:14:54-114260],10738,1,00010738,00010736,2,0017342,0015101
[09:17:38-191010],10738,200,00010738,00010737,2,0016299,0016055
[09:17:38-239198],10738,200,00010738,00010737,2,0016033,0016072
[09:17:38-241447],10738,25,00010738,00010737,2,0016008,0016072
[09:17:38-243496],10738,36,00010738,00010737,2,0015972,0016072
[09:17:38-244657],10738,6,00010738,00010737,2,0015966,0016072
[09:17:39-481347],10738,24,00010738,00010737,2,0015944,0016072
[09:17:43-284066],10738,50,00010738,00010737,2,0015897,0016175
[09:17:44-100522],10738,30,00010738,00010737,2,0015864,0016175
[09:17:45-634036],10738,3,00010738,00010737,2,0015864,0016172
[09:17:47-840811],10738,10,00010738,00010737,2,0015854,0016172
[09:17:50-336015],10738,12,00010738,00010737,2,0015862,0016172
[09:17:52-751246],10738,100,00010738,00010737,2,0015759,0016172
[09:17:52-754126],10738,2,00010738,00010737,2,0015757,0016172
[09:17:52-755291],10738,36,00010738,00010737,2,0015721,0016172
[09:17:52-757833],10738,1,00010738,00010737,2,0015720,0016172
[09:17:52-759250],10738,1,00010738,00010737,2,0015719,0016172
[09:17:52-760344],10738,23,00010738,00010737,2,0015696,0016172
[09:17:52-761644],10738,3,,1 000106,2,, 000107
[09:18:06-123602],10739,1,00010739,00010738,2,0015188,0016522
[09:18:51-725689],10738,54,00010739,00010738,1,0015712,0016398
[09:18:53-750000],10738,6,00010739,00010738,1,0015712,0016392
[09:18:56-738154],10738,3,00010739,00010738,1,0015820,0016389
[09:19:00-043609],10739,1,00010739,00010738,2,0015981,0016389
[09:19:30-429206],10738,1,00010739,00010738,1,0016581,0016518
[09:19:32-692446],10738,1,00010739,00010738,1,0016581,0016515
[09:19:34-383530],10738,10,00010739,00010738,1,0016581,0016505
[09:19:34-805614],10738,1,00010739,00010738,1,0016581,0016504
[09:19:43-379611],10739,1,00010739,00010738,2,0016710,0016474
[09:19:52-557431],10738,1,00010739,00010738,1,0016706,0016476
[09:19:55-832318],10739,5,00010739,00010738,2,0016701,0016476
[09:20:07-952409],10739,50,00010739,00010738,2,0016655,0016426
[09:20:09-449063],10739,5,00010739,00010738,2,0016670,0016477
[09:20:10-577532],10739,90,00010739,00010738,2,0016581,0016387
[09:21:05-184915],10739,56,00010739,00010738,2,0016807,0016948
[09:21:22-660497],10738,200,00010739,00010738,1,0016711,0016695
[09:21:22-662194],10738,11,00010739,00010738,1,0016711,0016684
[09:21:22-668559],10738,3,00010739,00010738,1,0016726,0016681
[09:21:22-669905],10738,1,00010739,00010738,1,0016726,0016680
[09:21:22-671086],10738,100,00010739,00010738,1,0016726,0016580
[09:21:22-672292],10738,2,00010739,00010738,1,0016726,0016578
[09:21:22-676041],10738,133,00010739,00010738,1,0016726,0016445
[09:21:22-679617],10738,40,,1 000106,1,, 000107
[09:21:23-041375],10738,5,00010738,00010737,2,0016740,0016469
[09:21:35-247813],10738,3,00010738,00010737,2,0017128,0016452
[09:21:36-048222],10738,2,00010738,00010737,2,0017156,0016452
[09:21:36-332117],10738,56,00010738,00010737,2,0017103,0016452
[09:21:38-142983],10738,2,00010738,00010737,2,0017131,0016469
[09:21:45-287902],10738,2,00010738,00010737,2,0017117,0016469
[09:21:59-419264],10738,100,00010738,00010737,2,0016980,0016489
[09:22:01-056865],10738,50,00010738,00010737,2,0016930,0016489
[09:22:01-261957],10738,100,00010738,00010737,2,0016830,0016489
[09:22:01-264157],10738,39,00010739,00010737,2,0016791,0016489
[09:22:02-413367],10738,23,00010739,00010737,1,0016791,0016489
[09:22:03-120541],10738,2,00010739,00010737,1,0016791,0016489
[09:22:04-569517],10738,2,00010739,00010737,1,0016791,0016489
[09:22:06-272181],10738,2,00010739,00010737,1,0016791,0016489
[09:22:08-555547],10738,10,00010739,00010738,2,0016791,0016629
[09:22:09-032492],10738,100,00010739,00010738,1,0016791,0016529
[09:22:09-034663],10738,5,00010739,00010738,1,0016791,0016524
[09:22:09-036614],10738,17,00010739,00010738,1,0016791,0016507
[09:22:09-038439],10738,16,00010739,00010738,1,0016791,0016491
[09:22:09-038545],10738,2,,1 000106,1,, 000107
[09:22:09-328498],10738,2,00010738,00010737,2,0016823,0016489
[09:22:10-329262],10738,2,00010738,00010737,2,0016823,0016539
[09:22:10-783868],10738,32,00010739,00010738,2,0016791,0016590
[09:22:10-787692],10738,1,00010739,00010738,1,0016791,0016606
[09:22:10-790448],10738,67,,1 000106,1,, 000107
[09:22:48-802605],10738,30,00010738,00010737,2,0017124,0016492
[09:22:58-088322],10738,1,00010738,00010737,2,0016920,0017308
[09:22:58-091914],10738,1,00010738,00010737,2,0016919,0017308
[09:22:58-096789],10738,1,00010738,00010737,2,0016918,0017308
[09:22:58-098046],10738,1,00010738,00010737,2,0016917,0017308
[09:22:58-099434],10738,2,00010738,00010737,2,0016915,0017308
[09:22:58-643063],10738,1,00010738,00010737,2,0016913,0017508
[09:23:38-181666],10738,176,00010739,00010738,2,0016785,0016535
[09:23:54-173895],10738,149,00010738,00010737,1,0016821,0016413
[09:24:03-077537],10738,50,00010738,00010737,2,0016780,0016467
[09:24:03-079104],10738,1,00010738,00010737,2,0016779,0016467
[09:24:03-080317],10738,2,,1 000106,2,, 000107
[09:24:03-895457],10738,2,00010739,00010738,1,0016777,0016468
[09:24:07-787315],10738,70,00010738,00010737,1,0016907,0016465
[09:24:08-068926],10738,2,00010738,00010737,2,0016905,0016465
[09:24:12-996286],10738,30,00010738,00010737,2,0016898,0016465
[09:24:15-596568],10738,1,00010738,00010737,2,0016897,0016465
[09:24:25-413945],10738,100,00010738,00010737,2,0016847,0016470
[09:24:25-415806],10738,1,00010738,00010737,2,0016846,0016470
[09:24:25-416856],10738,46,,1 000106,2,, 000107
[09:24:27-548470],10739,1,00010739,00010738,2,0016799,0016524
[09:24:34-150670],10739,1,00010739,00010738,2,0016841,0016822
[09:25:02-198057],10739,40,00010739,00010738,2,0016413,0016928
[09:25:21-909497],10738,30,00010739,00010738,1,0016374,0016903
[09:25:31-037282],10738,200,00010739,00010738,1,0016417,0016574
[09:25:31-038660],10738,1,00010739,00010738,1,0016417,0016573
[09:25:31-039059],10738,7,00010739,00010738,1,0016417,0016566
[09:25:31-041820],10738,40,,1 000106,1,, 000107
[09:25:37-923985],10737,10,00010738,00010737,1,0016479,0016466
[09:25:41-972894],10738,1,00010738,00010737,2,0016489,0016466
[09:26:52-683321],10737,300,00010738,00010737,1,0016863,0016306
[09:26:52-689022],10737,11,00010738,00010736,1,0016863,0016295
[09:26:52-696302],10737,1,00010737,00010736,2,0016878,0016295
[09:26:56-423551],10737,4,00010738,00010737,2,0016867,0016301
[09:26:56-425844],10737,6,00010738,00010736,1,0016867,0016295
[09:26:59-570933],10737,1,00010737,00010736,2,0016946,0016305
[09:27:10-797225],10736,1,00010737,00010736,1,0016948,0016304
[09:27:28-681216],10737,20,00010737,00010736,2,0016977,0016301
[09:27:28-693587],10737,45,00010737,00010736,2,0016932,0016301
[09:27:28-701539],10737,1,00010737,00010736,2,0016928,0016301
[09:27:28-702419],10737,21,00010737,00010736,2,0016907,0016301
[09:27:28-703974],10737,15,00010738,00010737,2,0016892,0016323
[09:27:34-285128],10737,10,00010738,00010737,1,0017042,0016376
[09:27:34-285701],10737,39,00010738,00010737,1,0017042,0016337
[09:27:34-287161],10737,9,00010738,00010737,1,0017042,0016328
[09:27:34-292145],10737,25,00010738,00010737,1,0017042,0016303
[09:27:34-300996],10737,100,00010738,00010737,1,0017044,0016206
[09:27:34-303364],10737,1,00010738,00010737,1,0017044,0016205
[09:27:34-305612],10737,3,,0 000106,1,, 000107
[09:27:34-891288],10737,50,00010738,00010736,1,0017044,0016202
[09:27:36-410786],10737,1,00010738,00010736,1,0017100,0016202
[09:27:49-718250],10737,10,00010737,00010736,2,0017237,0016232
[09:27:51-797470],10737,10,00010737,00010736,2,0017227,0016232
[09:28:00-955365],10737,1,00010737,00010736,2,0017171,0016233
[09:28:02-413243],10737,4,00010737,00010736,2,0017167,0016233
[09:28:02-415083],10737,2,00010737,00010736,2,0017165,0016233
[09:28:02-419640],10737,2,00010737,00010736,2,0017163,0016233
[09:28:02-427148],10737,1,00010737,00010736,2,0017162,0016233
[09:28:02-431900],10737,11,,0 000106,2,, 000107
[09:28:04-415800],10736,1,00010737,00010736,1,0017184,0016233
[09:28:04-832583],10737,10,00010737,00010736,2,0017174,0016233
[09:28:05-501553],10737,1,00010737,00010736,2,0017173,0016233
[09:28:05-505027],10737,23,00010738,00010736,2,0017150,0016233
[09:28:27-376408],10737,20,00010738,00010737,1,0017000,0016566
[09:28:48-557060],10738,1,00010738,00010737,2,0017085,0017323
[09:29:15-635524],10738,150,00010738,00010737,2,0016968,0017551
[09:29:15-636872],10738,1,00010738,00010737,2,0016964,0017551
[09:29:15-640579],10738,91,00010738,00010737,2,0016873,0017551
[09:29:15-641839],10738,10,00010739,00010737,2,0016863,0017551
[09:29:19-912146],10739,1,00010739,00010738,2,0016366,0017694
[09:29:58-854707],10738,11,00010739,00010738,1,0016317,0017625
[09:29:58-867267],10738,12,00010739,00010738,1,0016317,0017613
[09:29:58-868546],10738,6,00010739,00010737,1,0016317,0017607
[09:30:05-601155],10739,1,00010739,00010737,2,0016268,0017618
[09:30:19-587787],10738,3,00010738,00010737,1,0016270,0017618
[09:30:19-589541],10738,2,00010739,00010737,2,0016268,0017618
[09:30:22-839773],10739,1,00010739,00010738,2,0016287,0017624
[09:30:35-445244],10738,1,00010739,00010738,1,0016252,0017622
[09:30:35-446531],10738,1,00010739,00010738,1,0016252,0017621
[09:32:05-874261],10738,1,00010739,00010738,1,0016250,0018071
[09:32:05-877940],10738,6,00010739,00010738,1,0016250,0018065
[09:32:05-981051],10738,39,00010739,00010738,1,0016250,0018026
