체결시각,현재가격,체결수량,매도1호가,매수1호가,최종매도매수,총잔량매도,총잔량매수
[09:02:40-487132],10765,39,00010765,00010764,2,0012179,0011601
[09:03:01-505349],10765,5,00010765,00010764,2,0013158,0009888
[09:03:19-238803],10764,1,00010765,00010764,1,0013729,0009868
[09:03:51-298585],10765,1,00010765,00010764,2,0014019,0010610
[09:04:10-060077],10764,10,00010765,00010764,1,0014092,0010648
[09:04:12-879014],10764,200,00010765,00010764,1,0014193,0010449
[09:04:12-880761],10764,1,00010765,00010764,1,0014193,0010445
[09:04:12-882302],10764,202,00010765,00010764,1,0014193,0010243
[09:04:12-883242],10764,50,00010765,00010764,1,0014193,0010193
[09:04:12-884542],10764,7,00010765,00010764,1,0014193,0010186
[09:04:12-885979],10764,3,00010765,00010764,1,0014193,0010183
[09:04:12-887546],10764,50,00010765,00010764,1,0014193,0010133
[09:04:12-888987],10764,1,00010765,00010764,1,0014193,0010132
[09:04:12-891463],10764,10,00010765,00010764,1,0014193,0010122
[09:04:12-892877],10764,1,00010765,00010764,1,0014193,0010121
[09:04:12-894332],10764,12,00010765,00010764,1,0014193,0010109
[09:04:12-895803],10764,25,00010765,00010764,1,0014193,0010084
[09:04:12-897183],10764,119,00010764,00010763,1,0014239,0009965
[09:04:34-829755],10763,20,00010764,00010763,1,0015633,0009917
[09:04:35-626799],10763,100,00010764,00010763,1,0015633,0009817
[09:04:41-291426],10763,200,00010764,00010763,1,0015533,0009624
[09:04:41-300614],10763,6,00010764,00010763,1,0015567,0009519
[09:04:41-301880],10763,1,00010764,00010763,1,0015567,0009518
[09:04:42-039683],10763,25,00010764,00010763,1,0015567,0009592
[09:04:44-818149],10763,86,00010764,00010762,2,0015567,0011096
[09:05:14-281602],10763,5,00010764,00010763,1,0015011,0011689
[09:05:15-940638],10763,40,00010764,00010763,1,0015011,0011649
[09:05:19-553417],10763,60,00010764,00010763,1,0015048,0011717
[09:05:21-592203],10763,20,00010764,00010763,1,0015048,0011755
[09:05:22-976915],10763,48,00010764,00010763,1,0015048,0011704
[09:05:22-983423],10763,6,00010764,00010763,1,0015048,0011698
[09:05:22-988106],10763,25,00010764,00010763,1,0015048,0011673
[09:05:23-001874],10763,155,00010764,00010763,1,0015048,0011518
[09:05:23-003584],10763,6,00010764,00010763,1,0015048,0011512
[09:05:23-004333],10763,6,00010764,00010763,1,0015048,0011506
[09:05:23-020830],10763,4,00010764,00010763,1,0015048,0011502
[09:05:23-021931],10763,3,00010764,00010763,1,0015048,0011499
[09:05:23-024410],10763,8,00010764,00010763,1,0015048,0011491
[09:05:23-025485],10763,30,,6 000107,1,, 000108
[09:05:23-066149],10763,5,00010764,00010762,2,0015048,0011461
[09:05:23-535074],10763,4,00010763,00010762,2,0015044,0011486
[09:05:23-537045],10763,13,00010764,00010762,2,0015031,0011486
[09:05:23-875906],10763,3,00010763,00010762,2,0015104,0011486
[09:05:31-490694],10763,5,00010763,00010762,2,0015428,0011511
[09:05:31-490979],10763,5,00010763,00010762,2,0015423,0011511
[09:05:31-493201],10763,5,00010763,00010762,2,0015443,0011511
[09:05:31-529463],10762,1,00010763,00010762,1,0015443,0011510
[09:05:34-333111],10763,10,00010763,00010762,2,0015454,0011535
[09:05:35-652320],10763,1,00010763,00010762,2,0015451,0011535
[09:05:35-653802],10763,1,00010763,00010762,2,0015450,0011535
[09:05:35-655246],10763,2,00010763,00010762,2,0015448,0011535
[09:05:35-671072],10763,1,00010763,00010762,2,0015444,0011535
[09:05:35-674053],10763,4,00010763,00010762,2,0015440,0011535
[09:05:35-674378],10763,1,00010763,00010762,2,0015439,0011535
[09:05:59-697692],10763,300,00010763,00010762,2,0015406,0011584
[09:05:59-699812],10763,4,00010764,00010762,2,0015402,0011584
[09:06:07-734797],10763,24,00010764,00010763,1,0015360,0012040
[09:06:09-054657],10763,200,00010764,00010763,1,0015360,0011906
[09:06:14-484213],10763,303,00010763,00010762,1,0015657,0011714
[09:06:22-962703],10763,100,00010763,00010762,2,0015596,0012724
[09:06:39-583514],10764,5,00010764,00010763,2,0015321,0013575
[09:07:32-116012],10764,500,00010764,00010763,2,0014608,0013873
[09:07:32-123696],10764,1,00010764,00010763,2,0014604,0013873
[09:07:32-125498],10764,8,00010764,00010763,2,0014596,0013873
[09:07:32-126316],10764,21,,7 000107,2,, 000108
[09:07:33-588719],10764,1,00010765,00010764,1,0014575,0013960
[09:07:33-590284],10764,2,00010765,00010764,1,0014575,0013958
[09:07:33-592851],10764,1,00010765,00010764,1,0014575,0013878
[09:07:33-595258],10764,1,00010765,00010764,1,0014575,0013874
[09:07:33-596621],10764,1,00010764,00010763,1,0014576,0013873
[09:07:33-602937],10764,2,00010765,00010764,2,0014575,0013897
[09:07:33-614120],10764,3,00010765,00010764,1,0014575,0013894
[09:07:34-213700],10764,5,00010765,00010764,1,0014575,0013918
[09:07:34-215489],10764,1,00010765,00010764,1,0014575,0013917
[09:07:34-367665],10764,2,00010765,00010764,1,0014575,0013915
[09:07:35-141012],10764,1,00010765,00010764,1,0014575,0013914
[09:07:35-213603],10764,41,00010764,00010763,1,0014734,0013873
[09:07:36-085797],10764,1,00010764,00010763,2,0014733,0013873
[09:08:00-045590],10764,6,00010764,00010763,2,0014920,0013946
[09:08:00-086774],10764,40,00010764,00010763,2,0014880,0013946
[09:08:02-984309],10764,300,00010764,00010763,2,0014595,0013966
[09:08:02-991935],10764,1,00010764,00010763,2,0014591,0013966
[09:08:02-994179],10764,4,,7 000107,2,, 000108
[09:08:04-617495],10764,8,00010765,00010764,1,0014587,0014131
[09:08:06-744636],10764,68,00010764,00010763,1,0014669,0014115
[09:08:06-751046],10764,25,00010764,00010763,2,0014644,0014115
[09:08:06-753558],10764,5,00010764,00010763,2,0014639,0014115
[09:08:06-754743],10764,9,00010764,00010763,2,0014630,0014115
[09:08:06-755763],10764,43,,7 000107,2,, 000108
[09:08:11-982856],10765,5,00010765,00010764,2,0014582,0014363
[09:08:14-501976],10765,10,00010765,00010764,2,0014572,0014363
[09:09:23-958353],10764,50,00010765,00010764,1,0014708,0014669
[09:09:25-416359],10764,200,00010765,00010764,1,0014708,0014469
[09:09:25-439716],10764,1,00010765,00010764,1,0014750,0014434
[09:09:25-440927],10764,3,00010765,00010764,1,0014750,0014431
[09:09:25-442357],10764,3,00010765,00010764,1,0014750,0014428
[09:09:27-089203],10764,12,00010764,00010763,1,0014838,0014416
[09:09:27-092220],10764,37,00010764,00010763,2,0014801,0014416
[09:09:27-094669],10764,1,00010764,00010763,2,0014800,0014416
[09:09:27-096014],10764,3,00010764,00010763,2,0014797,0014416
[09:09:27-098455],10764,24,00010764,00010763,2,0014773,0014416
[09:09:27-102217],10764,12,00010764,00010763,2,0014761,0014416
[09:09:27-105929],10764,11,00010765,00010764,2,0014750,0014430
[09:09:27-769672],10764,30,00010765,00010764,1,0014750,0014441
[09:09:29-896921],10764,6,00010764,00010763,2,0014774,0014416
[09:09:29-899228],10764,4,,7 000107,2,, 000108
[09:09:37-866695],10764,90,00010765,00010764,1,0014770,0014529
[09:09:38-928073],10764,50,00010765,00010764,1,0014770,0014476
[09:09:45-216905],10764,50,00010765,00010764,1,0014772,0014528
[09:09:48-405257],10764,10,00010765,00010764,1,0014772,0014518
[09:09:54-771693],10764,30,00010765,00010764,1,0014730,0015155
[09:10:00-045949],10765,15,00010765,00010764,2,0014715,0015152
[09:10:14-627799],10764,6,00010765,00010764,1,0014548,0015184
[09:10:14-634081],10764,9,00010765,00010764,1,0014548,0015175
[09:10:14-636592],10764,6,00010765,00010764,1,0014548,0015169
[09:10:14-645407],10764,12,00010765,00010764,1,0014548,0015157
[09:10:14-647987],10764,24,00010765,00010764,1,0014548,0015133
[09:10:14-651655],10764,130,00010765,00010764,1,0014548,0015003
[09:10:14-654390],10764,4,00010765,00010764,1,0014548,0014999
[09:10:14-659468],10764,4,00010765,00010764,1,0014548,0014995
[09:10:14-660363],10764,5,00010765,00010764,1,0014548,0014990
[09:10:14-661942],10764,21,00010765,00010764,1,0014548,0014969
[09:10:14-664118],10764,4,00010765,00010764,1,0014548,0014965
[09:10:14-667027],10764,107,00010764,00010763,1,0014624,0014858
[09:10:44-025787],10764,150,00010764,00010763,2,0015006,0015458
[09:10:44-245921],10764,100,00010764,00010763,2,0014903,0015458
[09:10:44-247799],10764,2,00010764,00010763,2,0014901,0015458
[09:10:49-829157],10763,4,00010764,00010763,1,0014896,0015464
[09:10:57-103487],10764,10,00010764,00010763,2,0014989,0015468
[09:10:59-247085],10764,440,00010765,00010764,2,0014546,0015511
[09:11:01-031790],10764,5,00010765,00010764,1,0014546,0015615
[09:11:01-160094],10764,5,00010765,00010764,1,0014546,0015611
[09:11:07-776876],10764,1,00010765,00010764,1,0014546,0015538
[09:11:07-777473],10764,1,00010765,00010764,1,0014546,0015537
[09:11:07-778652],10764,1,00010765,00010764,1,0014546,0015536
[09:11:07-784227],10764,2,00010765,00010764,1,0014546,0015534
[09:11:08-131719],10764,165,00010764,00010763,1,0014581,0015503
[09:11:08-133542],10764,20,00010764,00010763,2,0014561,0015503
[09:11:08-134279],10764,15,,7 000107,2,, 000108
[09:11:08-487109],10764,20,00010765,00010764,1,0014546,0015560
[09:12:00-831067],10765,1,00010765,00010764,2,0014412,0014754
[09:13:54-035138],10764,4,00010765,00010764,1,0014430,0015802
[09:14:03-203168],10765,30,00010765,00010764,2,0014484,0015723
[09:14:03-594424],10764,40,00010765,00010764,1,0014484,0015683
[09:14:03-964890],10764,100,00010765,00010764,1,0014484,0015583
[09:14:03-969151],10764,18,00010765,00010764,1,0014484,0015565
[09:14:07-426647],10764,10,00010765,00010764,1,0014484,0015515
[09:14:08-054683],10764,1,00010765,00010764,1,0014484,0015514
[09:14:27-399451],10764,2,00010765,00010764,1,0014484,0015678
[09:14:27-404417],10764,2,00010765,00010764,1,0014484,0015676
[09:14:27-405404],10764,2,00010765,00010764,1,0014484,0015674
[09:14:27-411686],10764,2,00010765,00010764,1,0014484,0015672
[09:14:27-413051],10764,2,00010765,00010764,1,0014484,0015670
[09:14:27-421676],10764,2,00010765,00010764,1,0014484,0015668
[09:14:41-903697],10764,100,00010765,00010764,1,0014605,0014598
[09:14:58-330470],10764,1,00010765,00010764,1,0014956,0014574
[09:15:02-045238],10764,1,00010765,00010764,1,0014956,0014476
[09:15:02-047562],10764,76,00010765,00010764,1,0014956,0014400
[09:15:02-056291],10764,1,00010765,00010764,1,0014956,0014399
[09:15:02-057305],10764,1,00010765,00010764,1,0014956,0014398
[09:15:02-058689],10764,100,00010765,00010764,1,0014956,0014298
[09:15:02-060138],10764,26,00010765,00010764,1,0014956,0014272
[09:15:02-062403],10764,24,00010765,00010764,1,0014956,0014248
[09:15:02-063479],10764,26,,7 000107,1,, 000108
[09:15:02-070013],10764,3,00010765,00010763,2,0014956,0014222
[09:15:21-127810],10764,1,00010764,00010763,2,0015146,0014327
[09:15:35-770904],10764,20,00010764,00010763,2,0015065,0014327
[09:15:35-772960],10764,100,00010764,00010763,2,0014965,0014327
[09:15:35-776645],10764,90,00010764,00010763,2,0014875,0014327
[09:15:35-777482],10764,68,00010765,00010763,2,0014807,0014327
[09:15:36-088573],10764,17,00010765,00010764,1,0014807,0014348
[09:15:36-792967],10764,5,00010765,00010764,1,0014807,0014413
[09:15:36-938556],10764,5,00010765,00010764,1,0014807,0014340
[09:15:49-865398],10764,30,00010765,00010764,1,0014807,0014712
[09:16:03-792002],10764,100,00010765,00010764,1,0014707,0014796
[09:16:29-492319],10764,100,00010765,00010764,1,0014817,0014669
[09:17:59-916923],10764,50,00010765,00010764,1,0014647,0015058
[09:18:09-241657],10764,400,00010765,00010764,1,0014625,0014710
[09:18:09-248371],10764,101,00010765,00010764,1,0014625,0014609
[09:18:28-015254],10765,12,00010765,00010764,2,0013706,0015765
[09:18:28-017139],10765,1,00010765,00010764,2,0013705,0015765
[09:18:28-018381],10765,42,00010765,00010764,2,0013663,0015765
[09:18:28-019882],10765,3,00010765,00010764,2,0013660,0015765
[09:18:28-020908],10765,5,00010765,00010764,2,0013655,0015765
[09:18:28-022526],10765,10,00010765,00010764,2,0013645,0015765
[09:18:28-023882],10765,3,00010765,00010764,2,0013642,0015765
[09:18:28-025231],10765,21,00010765,00010764,2,0013621,0015765
[09:18:28-027678],10765,1,00010765,00010764,2,0013620,0015765
[09:18:38-182817],10765,100,00010765,00010764,2,0013675,0015769
[09:18:39-829700],10765,293,00010766,00010765,2,0012882,0015776
[09:18:40-342690],10766,100,00010766,00010765,2,0012809,0015806
[09:18:46-352476],10765,10,00010766,00010765,1,0012977,0016210
[09:18:56-403750],10765,100,00010766,00010765,1,0013507,0016126
[09:18:57-961929],10765,20,00010766,00010765,1,0013483,0016106
[09:19:03-813211],10765,100,00010766,00010765,1,0013492,0016007
[09:19:07-006694],10765,30,00010766,00010765,1,0013492,0016027
[09:20:00-045677],10766,5,00010766,00010765,2,0013993,0016020
[09:20:00-046587],10766,13,00010766,00010765,2,0013980,0016020
[09:20:45-715809],10765,42,00010766,00010765,1,0014091,0015940
[09:20:45-719107],10765,12,00010766,00010765,1,0014091,0015928
[09:20:45-720974],10765,78,00010765,00010764,1,0014103,0015850
[09:20:46-149353],10765,5,00010765,00010764,2,0014192,0015901
[09:20:46-154695],10765,5,00010766,00010764,1,0014091,0015901
[09:20:46-294960],10765,50,00010766,00010765,1,0014091,0015929
[09:20:46-300379],10765,28,00010766,00010764,1,0014091,0015901
[09:20:46-336997],10765,2,00010766,00010764,1,0014091,0015901
[09:20:56-152539],10765,30,00010765,00010764,2,0014305,0015902
[09:20:58-515512],10765,1,00010765,00010764,2,0014289,0015902
[09:21:07-034813],10765,4,00010765,00010764,2,0014139,0015948
[09:21:07-037527],10765,3,00010765,00010764,2,0014136,0015948
[09:21:09-480640],10765,25,00010765,00010764,2,0014111,0015958
[09:21:09-483766],10765,1,00010765,00010764,2,0014110,0015958
[09:21:09-485532],10765,35,00010765,00010764,2,0014075,0015958
[09:21:09-487696],10765,1,00010765,00010764,2,0014074,0015958
[09:21:09-489711],10765,59,00010765,00010764,2,0014015,0015958
[09:21:09-491831],10765,1,00010765,00010764,2,0014014,0015958
[09:21:09-492498],10765,3,00010765,00010764,2,0014011,0015958
[09:21:09-495021],10765,1,00010765,00010764,2,0014010,0015958
[09:21:09-509792],10765,1,00010765,00010764,2,0014009,0015958
[09:21:14-854700],10765,1,00010765,00010764,2,0014008,0015958
[09:21:21-964693],10765,1,00010765,00010764,2,0013997,0015958
[09:21:22-326867],10765,9,00010766,00010764,2,0013988,0015958
[09:21:22-538696],10765,5,00010766,00010764,1,0013988,0015958
[09:21:22-592679],10765,1,00010765,00010764,2,0014057,0015957
[09:21:23-798614],10765,5,00010765,00010764,2,0014087,0015957
[09:21:25-913043],10765,5,00010765,00010764,2,0014096,0015957
[09:22:02-154839],10764,6,00010765,00010764,1,0015116,0016240
[09:22:02-155206],10764,12,00010765,00010764,1,0015116,0016228
[09:22:02-156655],10764,4,00010765,00010764,1,0015116,0016224
[09:22:04-743397],10764,12,00010765,00010764,1,0015074,0016262
[09:22:38-067342],10764,4,00010765,00010764,1,0015279,0016258
[09:22:38-082053],10764,6,00010765,00010764,1,0015279,0016252
[09:22:38-084665],10764,3,00010765,00010764,1,0015279,0016249
[09:22:38-085859],10764,2,00010765,00010764,1,0015279,0016247
[09:22:38-087112],10764,1,00010765,00010764,1,0015279,0016246
[09:22:38-090835],10764,100,00010765,00010764,1,0015279,0016146
[09:22:38-092133],10764,28,00010765,00010764,1,0015279,0016118
[09:22:39-727688],10764,90,00010765,00010764,1,0015279,0016128
[09:22:39-729659],10764,131,00010765,00010764,1,0015286,0015997
[09:22:39-731893],10764,2,00010765,00010764,1,0015286,0015706
[09:22:39-733002],10764,90,00010765,00010764,1,0015286,0015616
[09:22:39-734685],10764,1,00010765,00010764,1,0015286,0015615
[09:22:39-735826],10764,97,00010765,00010764,1,0015286,0015518
[09:22:39-737252],10764,80,00010765,00010764,1,0015286,0015438
[09:22:39-742571],10764,3,00010765,00010764,1,0015310,0015435
[09:22:39-744003],10764,40,00010765,00010764,1,0015310,0015395
[09:22:39-748387],10764,6,00010765,00010764,1,0015310,0015389
[09:22:39-749655],10764,2,,7 000107,1,, 000108
[09:22:57-820945],10764,34,00010764,00010763,2,0015578,0017087
[09:22:57-823564],10764,23,00010764,00010763,2,0015555,0017087
[09:22:57-824784],10764,71,00010764,00010763,2,0015484,0017087
[09:22:57-827307],10764,32,00010764,00010763,2,0015452,0017087
[09:22:57-828501],10764,29,00010764,00010763,2,0015423,0017087
[09:22:57-838485],10764,100,00010764,00010763,2,0015320,0017087
[09:22:57-842070],10764,57,,7 000107,2,, 000108
[09:22:57-854791],10764,2,00010765,00010764,1,0015263,0017136
[09:22:57-863465],10764,8,00010764,00010763,1,0015265,0017087
[09:22:58-251397],10764,5,00010764,00010763,1,0015264,0017087
[09:23:25-829174],10764,2,00010764,00010763,2,0014953,0016737
[09:23:25-830260],10764,1,00010764,00010763,2,0014952,0016737
[09:23:25-836236],10764,1,00010764,00010763,2,0014951,0016737
[09:23:25-913248],10764,2,00010764,00010763,2,0014949,0016737
[09:23:28-753944],10764,100,00010764,00010763,2,0014849,0016737
[09:23:28-755662],10764,15,00010764,00010763,2,0014834,0016737
[09:23:28-757457],10764,4,00010764,00010763,2,0014830,0016737
[09:23:28-757830],10764,12,00010764,00010763,2,0014818,0016737
[09:24:37-157823],10764,300,00010764,00010763,2,0014933,0017762
[09:24:37-159454],10764,1,00010764,00010763,2,0014932,0017762
[09:24:37-160799],10764,8,00010764,00010763,2,0014924,0017762
[09:24:37-163329],10764,3,00010764,00010763,2,0014921,0017762
[09:24:37-164570],10764,5,00010764,00010763,2,0014916,0017762
[09:24:37-167108],10764,1,00010764,00010763,2,0014915,0017762
[09:24:38-413171],10764,100,00010764,00010763,2,0014814,0017762
[09:24:38-574313],10764,32,00010765,00010764,2,0014782,0017780
[09:26:59-574241],10764,681,00010764,00010763,1,0014565,0017595
[09:26:59-589535],10764,42,00010764,00010763,2,0014523,0017595
[09:26:59-615789],10764,24,00010764,00010763,2,0014499,0017595
[09:26:59-618321],10764,3,00010765,00010764,2,0014496,0017598
[09:26:59-979458],10764,1,00010765,00010764,1,0014496,0017599
[09:26:59-980822],10764,4,00010765,00010763,1,0014496,0017595
[09:27:03-983109],10764,73,00010765,00010763,2,0014496,0017595
[09:27:06-874585],10764,74,00010764,00010763,1,0014672,0017595
[09:27:08-975691],10764,100,00010764,00010763,2,0014572,0017595
[09:27:09-080588],10764,19,00010764,00010763,2,0014553,0017595
[09:27:09-081760],10764,24,00010764,00010763,2,0014529,0017595
[09:27:09-087894],10764,12,00010764,00010763,2,0014517,0017595
[09:27:09-089198],10764,4,00010764,00010763,2,0014513,0017595
[09:27:09-092916],10764,17,,7 000107,2,, 000108
[09:27:09-244003],10763,1,00010765,00010763,1,0014496,0017594
[09:27:10-504674],10764,17,00010764,00010763,1,0014509,0017594
[09:27:10-506566],10764,13,00010765,00010763,2,0014496,0017594
[09:27:21-470657],10764,126,00010765,00010764,2,0014496,0017669
[09:27:21-472440],10764,6,00010765,00010764,1,0014496,0017663
[09:27:21-474262],10764,2,00010765,00010764,1,0014496,0017661
[09:27:21-474412],10764,66,,7 000107,1,, 000108
[09:27:31-743082],10764,5,00010764,00010763,1,0014517,0017595
[09:27:32-106783],10764,5,00010764,00010763,1,0014517,0017594
[09:27:32-123795],10764,3,,7 000107,2,, 000108
[09:27:35-182047],10764,1,00010765,00010764,2,0014517,0017599
[09:27:35-816876],10764,4,00010764,00010763,1,0014519,0017595
[09:27:44-806362],10764,24,00010765,00010764,1,0014517,0017671
[09:27:44-808171],10764,6,00010765,00010764,1,0014517,0017665
[09:27:44-810790],10764,6,00010765,00010764,1,0014517,0017659
[09:27:44-813331],10764,37,00010765,00010764,1,0014517,0017622
[09:27:44-814472],10764,12,00010765,00010764,1,0014517,0017610
[09:27:44-815809],10764,4,00010765,00010764,1,0014517,0017606
[09:27:44-817177],10764,12,00010764,00010763,1,0014533,0017594
[09:27:47-501402],10764,3,,7 000107,2,, 000108
[09:27:47-862785],10764,5,00010764,00010763,2,0014613,0017594
[09:27:50-130908],10764,1,00010765,00010764,2,0014516,0017598
[09:27:50-132673],10764,4,00010765,00010763,1,0014516,0017594
[09:28:06-864328],10764,30,00010765,00010764,1,0014517,0017622
[09:28:10-507031],10764,25,00010764,00010763,1,0014592,0017594
[09:28:10-706176],10764,1,00010764,00010763,2,0014591,0017594
[09:28:10-720485],10764,3,00010764,00010763,2,0014588,0017594
[09:28:10-721835],10764,2,00010764,00010763,2,0014586,0017594
[09:28:10-727835],10764,69,,7 000107,2,, 000108
[09:28:25-510127],10764,23,00010765,00010764,1,0014519,0017669
[09:29:14-344466],10764,2,00010765,00010764,1,0014520,0017775
[09:29:15-012849],10764,50,00010765,00010764,1,0014513,0017725
[09:29:28-607180],10764,1,00010765,00010764,1,0014513,0017718
[09:29:59-178710],10764,1,00010765,00010764,1,0014511,0017776
[09:30:00-049716],10765,12,00010765,00010764,2,0014499,0017776
[09:30:21-591910],10764,1,00010765,00010764,1,0014499,0017728
