체결시각,현재가격,체결수량,매도1호가,매수1호가,최종매도매수,총잔량매도,총잔량매수
[09:00:00-031088],10762,1919,,8 000105, ,, 000109
[09:00:01-558691],10762,79,,5 000107,2,, 000108
[09:00:01-559266],10763,91,,5 000107,2,, 000108
[09:00:01-560677],10764,131,00010765,00010764,2,0007855,0013301
[09:00:01-561902],10765,500,00010765,00010764,2,0007355,0013301
[09:00:01-571940],10765,500,00010765,00010764,2,0006855,0015801
[09:00:01-624752],10764,1,00010765,00010764,1,0006855,0017996
[09:00:01-822139],10764,51,00010765,00010764,1,0006855,0018045
[09:00:01-839473],10765,40,,7 000107,2,, 000108
[09:00:01-839658],10766,121,,7 000107,2,, 000108
[09:00:01-841057],10768,39,00010768,00010764,2,0006655,0017845
[09:00:01-988625],10768,22,00010768,00010764,2,0006633,0017845
[09:00:01-988961],10768,145,00010768,00010764,2,0006488,0017845
[09:00:01-990364],10768,105,00010768,00010764,2,0006383,0017845
[09:00:06-849603],10765,3,00010765,00010764,1,0007086,0018358
[09:00:06-851898],10765,10,00010765,00010764,2,0007076,0018358
[09:00:06-855938],10765,17,00010765,00010764,2,0007062,0018358
[09:00:06-858122],10765,3,00010766,00010765,2,0007059,0018360
[09:00:08-312370],10765,5,00010765,00010764,1,0007115,0018360
[09:00:08-905850],10765,30,00010765,00010764,2,0007145,0018363
[09:00:08-907767],10765,25,00010766,00010764,2,0007120,0018363
[09:00:09-459959],10765,5,00010765,00010764,1,0007165,0018363
[09:00:09-515079],10765,48,00010766,00010765,2,0007256,0018365
[09:00:09-520003],10765,2,00010766,00010764,1,0007256,0018363
[09:00:09-522547],10765,2,00010766,00010765,1,0007256,0018366
[09:00:09-525032],10765,3,00010766,00010764,1,0007256,0018363
[09:00:11-109783],10764,3,00010765,00010764,1,0007916,0018360
[09:00:11-788119],10764,30,00010765,00010764,1,0007971,0018330
[09:00:12-810017],10765,5,00010765,00010764,2,0007911,0018380
[09:00:13-081332],10764,117,00010764,00010763,1,0008024,0018263
[09:00:19-431846],10764,187,00010765,00010764,2,0008368,0018204
[09:00:19-433396],10764,2,00010765,00010764,1,0008868,0018202
[09:00:23-553387],10764,4,00010765,00010764,1,0009153,0018326
[09:00:29-236064],10765,50,00010765,00010764,2,0009690,0018217
[09:00:33-667919],10764,1,00010765,00010764,1,0009943,0017891
[09:00:33-671193],10764,25,00010765,00010764,1,0009943,0017866
[09:00:33-672011],10764,6,00010765,00010764,1,0009943,0017860
[09:00:33-674524],10764,64,00010765,00010764,1,0009943,0017793
[09:00:33-675702],10764,21,,7 000107,1,, 000108
[09:00:36-535982],10764,203,00010765,00010764,2,0009995,0017869
[09:00:37-883152],10764,200,00010765,00010764,1,0009995,0017672
[09:00:37-884879],10764,25,00010765,00010764,1,0009995,0017647
[09:00:37-886603],10764,6,00010765,00010764,1,0009995,0017641
[09:00:37-890126],10764,4,00010765,00010764,1,0009995,0017637
[09:00:37-891433],10764,6,00010765,00010764,1,0009995,0017631
[09:00:37-897244],10764,59,,7 000107,1,, 000108
[09:00:38-234801],10764,3,00010765,00010764,2,0009995,0017579
[09:00:38-236867],10764,6,00010765,00010764,1,0009995,0017573
[09:00:38-323733],10764,1,00010764,00010763,1,0009999,0017572
[09:00:44-251798],10763,300,00010764,00010763,1,0010578,0017601
[09:00:59-133038],10763,50,00010764,00010763,1,0010904,0014124
[09:01:10-021532],10763,200,00010764,00010763,1,0011240,0013976
[09:01:11-646463],10763,3,00010764,00010763,1,0011581,0013983
[09:01:11-783418],10763,3,00010764,00010763,1,0011581,0013980
[09:01:17-940357],10763,150,00010764,00010763,1,0011942,0013886
[09:01:19-031950],10763,1,00010764,00010763,1,0011942,0013912
[09:01:19-034610],10763,1,00010764,00010763,1,0011942,0013911
[09:01:19-058314],10763,6,00010764,00010763,1,0011942,0013905
[09:01:19-060796],10763,6,00010764,00010763,1,0011942,0013899
[09:01:21-975037],10763,5,00010764,00010763,1,0012042,0013904
[09:01:22-234916],10763,50,00010764,00010763,1,0012042,0013854
[09:01:22-722489],10763,60,00010764,00010763,1,0012042,0013795
[09:01:22-724268],10763,6,00010764,00010763,1,0012042,0013789
[09:01:23-417833],10763,60,00010764,00010763,1,0012092,0013729
[09:01:23-419514],10763,6,00010764,00010763,1,0012092,0013723
[09:01:23-433898],10763,26,00010763,00010762,1,0012096,0013697
[09:01:23-440794],10763,5,00010764,00010762,2,0012092,0013769
[09:01:23-820487],10763,50,00010764,00010763,1,0012092,0014020
[09:01:24-147306],10763,60,00010764,00010763,1,0012102,0013949
[09:01:24-822975],10763,50,00010764,00010763,1,0012302,0013949
[09:01:25-622102],10763,180,00010764,00010763,1,0012302,0013770
[09:01:25-624297],10763,1,00010764,00010762,1,0012302,0013769
[09:01:37-711833],10763,50,00010763,00010762,2,0012347,0014228
[09:01:42-065351],10763,300,00010763,00010762,2,0012037,0014525
[09:01:42-067233],10763,117,00010763,00010762,2,0011920,0014525
[09:01:42-067810],10763,100,00010763,00010762,2,0011820,0014525
[09:01:42-069878],10763,9,00010763,00010762,2,0011811,0014602
[09:01:42-071409],10763,6,00010763,00010762,2,0011805,0014602
[09:01:42-072851],10763,2,00010763,00010762,2,0011803,0014602
[09:01:42-075298],10763,6,00010763,00010762,2,0011797,0014602
[09:01:42-076768],10763,3,00010763,00010762,2,0011794,0014602
[09:01:42-078017],10763,75,,6 000107,2,, 000108
[09:01:42-176729],10764,3,00010764,00010762,2,0011734,0014602
[09:01:44-724068],10763,1,00010763,00010762,1,0011815,0014602
[09:01:45-243285],10763,50,00010763,00010762,2,0011884,0014602
[09:01:45-471069],10763,1,00010763,00010762,2,0011869,0014602
[09:01:49-848227],10763,27,00010763,00010762,2,0011932,0015142
[09:01:52-609434],10763,1,00010763,00010762,2,0011985,0015142
[09:01:53-644905],10763,51,00010763,00010762,2,0011934,0015142
[09:01:53-647471],10763,58,00010764,00010762,2,0011876,0015142
[09:01:54-466386],10763,6,00010764,00010763,1,0011876,0015156
[09:01:54-469334],10763,6,00010764,00010763,1,0011876,0015153
[09:01:54-469881],10763,11,,6 000107,1,, 000108
[09:01:54-477666],10763,6,00010764,00010763,1,0011876,0015226
[09:01:54-480169],10763,6,00010764,00010763,1,0011876,0015220
[09:01:54-481375],10763,78,00010764,00010762,1,0011876,0015142
[09:02:00-518986],10763,100,00010764,00010763,1,0012126,0014948
[09:02:00-576623],10764,1,00010764,00010763,2,0012125,0014948
[09:02:01-242354],10763,10,00010764,00010762,1,0012125,0014938
[09:02:02-670188],10763,3,00010763,00010762,1,0012128,0014938
[09:02:02-679005],10763,3,00010764,00010762,2,0012125,0014938
[09:02:03-502201],10763,30,00010764,00010762,2,0012225,0014938
[09:02:08-793282],10763,1,00010764,00010763,1,0012331,0014961
[09:02:11-161937],10763,5,00010764,00010763,1,0012381,0014946
[09:02:11-176513],10763,1,00010764,00010763,1,0012381,0014945
[09:02:11-618322],10763,3,00010764,00010762,1,0012381,0014942
[09:02:19-634812],10763,8,00010764,00010763,1,0012114,0015134
[09:02:19-637349],10763,4,00010764,00010763,1,0012114,0015130
[09:02:19-642475],10763,100,00010764,00010763,1,0012114,0015030
[09:02:19-643599],10763,2,00010764,00010763,1,0012114,0015028
[09:02:19-649864],10763,3,00010764,00010763,1,0012114,0015025
[09:02:19-653631],10763,16,00010764,00010763,1,0012114,0015009
[09:02:19-659862],10763,35,00010764,00010763,1,0012114,0014974
[09:02:19-660927],10763,32,,6 000107,1,, 000108
[09:02:21-775713],10763,69,00010764,00010763,2,0012168,0014973
[09:02:22-644923],10763,2,00010764,00010763,1,0012171,0015174
[09:02:25-292992],10763,22,00010764,00010763,1,0012171,0015348
[09:02:25-888335],10763,5,00010764,00010763,1,0012166,0015343
[09:02:42-184849],10763,30,00010764,00010763,1,0012538,0015708
[09:02:46-219565],10763,94,00010764,00010763,1,0012538,0015311
[09:02:46-226551],10763,71,00010764,00010763,1,0012538,0015240
[09:02:46-229062],10763,102,00010764,00010763,1,0012538,0015138
[09:02:46-236594],10763,3,00010764,00010763,1,0012538,0015135
[09:02:46-237898],10763,61,00010764,00010763,1,0012538,0015074
[09:02:46-240506],10763,37,,6 000107,1,, 000108
[09:02:46-582677],10763,8,00010764,00010763,2,0012548,0015038
[09:02:46-585588],10763,1,00010764,00010763,1,0012548,0015044
[09:02:46-721421],10763,3,00010764,00010762,1,0012537,0015037
[09:02:48-946509],10763,61,00010764,00010762,2,0012512,0015037
[09:02:50-322829],10763,3,00010763,00010762,1,0012534,0015017
[09:02:50-325006],10763,12,00010763,00010762,2,0012522,0015017
[09:02:50-326352],10763,10,00010764,00010763,2,0012512,0015020
[09:02:50-459687],10763,3,00010763,00010762,1,0012519,0015017
[09:03:01-345948],10763,1,00010763,00010762,2,0013189,0015440
[09:03:10-818816],10762,6,00010763,00010762,1,0013444,0015434
[09:03:10-824110],10762,137,00010763,00010762,1,0013444,0015297
[09:03:18-433133],10762,50,00010763,00010762,1,0013451,0015259
[09:03:24-936097],10762,50,00010763,00010762,1,0013396,0015709
[09:03:31-545077],10763,100,00010763,00010762,2,0013296,0015734
[09:03:56-099805],10762,100,00010763,00010762,1,0013251,0015614
[09:04:01-645385],10763,3,00010763,00010762,2,0013248,0015614
[09:04:06-242252],10763,10,00010763,00010762,2,0013238,0015674
[09:04:20-896824],10763,500,00010763,00010762,2,0012740,0015674
[09:04:20-899436],10763,100,00010763,00010762,2,0012640,0015674
[09:04:20-901972],10763,117,00010764,00010763,2,0012523,0015759
[09:04:24-908608],10763,171,00010763,00010762,1,0012666,0015762
[09:04:24-913967],10763,4,00010763,00010762,2,0012662,0015762
[09:04:24-915212],10763,103,00010763,00010762,2,0012559,0015762
[09:04:24-916252],10763,15,,6 000107,2,, 000108
[09:04:24-937631],10763,6,00010764,00010762,1,0012550,0015762
[09:04:25-804835],10763,6,00010764,00010763,1,0012550,0015776
[09:04:25-805854],10763,14,,6 000107,1,, 000108
[09:04:27-439363],10763,5,00010763,00010762,2,0012595,0015762
[09:04:30-309700],10763,99,00010764,00010763,2,0012550,0015743
[09:04:30-499129],10763,1,00010764,00010762,1,0012550,0015742
[09:04:31-144592],10763,38,00010764,00010763,2,0012550,0015804
[09:04:33-704820],10763,6,00010764,00010763,1,0012550,0016051
[09:04:38-145893],10763,100,00010764,00010763,1,0012550,0015972
[09:04:51-503037],10763,223,00010763,00010762,1,0012629,0015742
[09:04:54-051012],10763,20,00010763,00010762,2,0012613,0015742
[09:04:58-250926],10762,1,00010763,00010762,1,0012697,0015741
[09:05:02-143690],10763,6,00010763,00010762,2,0012725,0015741
[09:05:02-571319],10762,100,00010763,00010762,1,0012725,0015641
[09:05:34-291599],10762,2,00010763,00010762,1,0013045,0015521
[09:05:56-715780],10762,50,00010763,00010762,1,0013024,0015634
[09:06:04-159827],10762,150,00010763,00010762,1,0013024,0015484
[09:06:04-215547],10763,10,00010763,00010762,2,0013014,0015484
[09:06:04-920216],10762,10,00010763,00010762,1,0013014,0015474
[09:06:27-171210],10762,100,00010763,00010762,1,0012984,0015374
[09:06:33-915224],10762,6,00010763,00010762,1,0012895,0015568
[09:06:34-855435],10762,100,00010763,00010762,1,0012895,0015468
[09:06:34-865921],10762,1,00010763,00010762,1,0012895,0014467
[09:06:34-867118],10762,100,00010763,00010762,1,0012895,0014367
[09:06:34-869699],10762,672,00010762,00010761,1,0013223,0013695
[09:06:38-753354],10761,1,00010762,00010761,1,0014994,0012687
[09:06:41-946046],10761,10,00010762,00010761,1,0015049,0011281
[09:06:43-101763],10761,50,00010762,00010761,1,0015480,0011231
[09:06:43-471709],10761,100,00010762,00010761,1,0015480,0011131
[09:06:44-016797],10761,10,00010762,00010761,1,0015480,0011121
[09:06:44-265924],10761,10,00010762,00010761,1,0015980,0011111
[09:06:51-315474],10761,5,00010762,00010761,1,0016420,0011156
[09:06:56-570694],10761,50,00010762,00010761,1,0016420,0011053
[09:06:57-262467],10761,391,00010761,00010760,1,0016558,0010665
[09:06:57-269497],10761,109,00010761,00010760,2,0016572,0010781
[09:06:57-272078],10761,3,00010762,00010760,2,0016569,0010281
[09:06:57-276961],10761,12,00010761,00010760,1,0016585,0010284
[09:06:57-278010],10761,15,00010761,00010760,2,0016570,0010284
[09:06:57-279233],10761,1,,4 000107,2,, 000108
[09:06:57-610617],10761,1,00010762,00010761,1,0016560,0010290
[09:06:57-616624],10761,4,00010762,00010761,1,0016554,0010286
[09:06:57-662561],10761,1,00010762,00010761,1,0016554,0010285
[09:06:57-667930],10761,1,00010762,00010760,1,0016554,0010284
[09:06:57-684692],10761,2,,4 000107,2,, 000108
[09:06:57-828568],10761,1,00010762,00010761,1,0016552,0010288
[09:06:58-620213],10761,15,00010761,00010760,1,0016557,0010284
[09:06:58-621975],10761,2,00010761,00010760,2,0016555,0010284
[09:06:58-622162],10761,3,,4 000107,2,, 000108
[09:06:58-830648],10761,39,00010761,00010760,2,0016615,0010284
[09:06:58-831532],10761,22,00010761,00010760,2,0016593,0010284
[09:06:58-832911],10761,9,00010761,00010760,2,0016584,0010284
[09:06:58-834345],10761,1,00010761,00010760,2,0016583,0010284
[09:06:58-835537],10761,29,,4 000107,2,, 000108
[09:06:59-299288],10761,8,00010762,00010760,2,0016552,0010284
[09:06:59-632670],10761,1,,4 000107,2,, 000108
[09:07:00-655068],10761,2,00010762,00010760,2,0016552,0010284
[09:07:01-088613],10761,1,00010762,00010760,2,0016552,0010284
[09:07:04-585409],10761,2,00010762,00010760,2,0016573,0010284
[09:07:05-554654],10761,1,00010762,00010760,2,0016362,0010284
[09:07:06-178237],10761,2,00010762,00010760,2,0016362,0010284
[09:07:07-431849],10762,14,00010762,00010761,2,0016358,0010324
[09:07:07-829948],10761,1,00010762,00010761,1,0016358,0010323
[09:07:08-851693],10761,39,00010762,00010760,1,0016359,0010284
[09:07:11-153581],10761,4,00010761,00010760,2,0016360,0009784
[09:07:11-202161],10761,14,00010761,00010760,2,0016348,0009784
[09:07:15-389288],10761,10,00010761,00010760,2,0016455,0009790
[09:07:15-392034],10761,71,00010761,00010760,2,0016381,0009790
[09:07:15-394544],10761,79,00010762,00010760,2,0016302,0009790
[09:07:15-439251],10761,50,00010762,00010760,2,0016252,0009818
[09:07:15-880392],10761,20,00010762,00010760,2,0016252,0009818
[09:07:17-297721],10761,50,00010761,00010760,1,0016502,0009818
[09:07:17-853985],10761,100,00010761,00010760,2,0016407,0010068
[09:07:17-858089],10761,66,00010761,00010760,2,0016338,0010068
[09:07:17-859366],10761,21,00010761,00010760,2,0016317,0010068
[09:07:17-860602],10761,50,00010761,00010760,2,0016267,0010068
[09:07:17-862848],10761,15,,4 000107,2,, 000108
[09:07:18-213992],10761,3,00010762,00010760,2,0016252,0010068
[09:07:23-526370],10761,40,00010761,00010760,2,0016525,0010093
[09:07:25-619246],10761,100,00010761,00010760,2,0016424,0010103
[09:07:27-794820],10761,100,00010761,00010760,2,0016621,0010103
[09:07:34-327168],10761,100,00010761,00010760,2,0016521,0010598
[09:07:39-827486],10761,280,00010761,00010760,2,0016165,0010698
[09:07:40-105278],10761,30,00010761,00010760,2,0016101,0010698
[09:07:40-270873],10761,71,00010762,00010761,2,0016030,0010827
[09:07:40-453471],10761,54,00010762,00010761,1,0016030,0010776
[09:07:40-465073],10761,75,,4 000107,1,, 000108
[09:07:41-497850],10761,117,00010762,00010761,2,0016030,0011081
[09:07:46-050857],10761,2,00010762,00010761,1,0015107,0012342
[09:07:53-102788],10761,200,00010762,00010761,1,0014134,0012112
[09:07:53-106843],10761,4,00010762,00010761,1,0014134,0012003
[09:07:57-567696],10761,10,00010762,00010761,1,0013669,0013073
[09:08:00-771389],10762,25,00010762,00010761,2,0013624,0013123
[09:08:01-041930],10762,21,00010762,00010761,2,0013603,0013133
[09:08:02-729321],10761,5,00010762,00010761,1,0013603,0013128
[09:08:02-819919],10761,3,00010762,00010761,1,0013603,0013125
[09:08:46-026973],10762,100,00010762,00010761,2,0012592,0015690
[09:08:47-450208],10762,25,00010762,00010761,2,0012567,0015790
[09:09:02-593614],10762,29,00010762,00010761,2,0012641,0015690
[09:09:15-206989],10762,100,00010762,00010761,2,0012741,0015690
[09:09:20-623830],10761,150,00010762,00010761,1,0012941,0015540
[09:09:47-574814],10762,250,00010762,00010761,2,0013041,0016010
[09:09:59-179598],10762,1,00010762,00010761,2,0013373,0016010
[09:09:59-848091],10762,1,00010762,00010761,2,0013372,0016010
[09:10:01-284873],10762,300,00010762,00010761,2,0013122,0016010
[09:10:01-459229],10762,30,00010762,00010761,2,0013089,0016010
[09:10:01-462936],10762,5,00010762,00010761,2,0013084,0016010
[09:10:02-285894],10762,100,00010762,00010761,2,0012948,0016010
[09:10:04-079093],10762,150,00010762,00010761,2,0012838,0016010
[09:10:04-305852],10762,10,00010762,00010761,2,0012865,0016010
[09:10:04-460234],10762,3,00010762,00010761,2,0012862,0016010
[09:10:05-588561],10762,28,00010762,00010761,2,0012831,0015982
[09:10:12-150594],10762,113,00010763,00010762,2,0012840,0016269
[09:10:12-161038],10762,4,00010763,00010762,1,0012840,0016268
[09:10:12-163497],10762,8,00010763,00010762,1,0012840,0016260
[09:10:12-167268],10762,18,00010763,00010762,1,0012840,0016242
[09:10:12-169771],10762,1,00010763,00010762,1,0012840,0016241
[09:10:12-173315],10762,259,,5 000107,1,, 000108
[09:11:00-934021],10762,30,00010762,00010761,2,0013135,0016044
[09:11:01-961318],10761,2,00010762,00010761,1,0013172,0014033
[09:11:01-967493],10761,100,00010762,00010761,1,0013211,0014058
[09:11:01-968696],10761,7,00010762,00010761,1,0013211,0014051
[09:11:01-970050],10761,1,00010762,00010761,1,0013211,0014050
[09:11:01-971300],10761,25,00010762,00010761,1,0013211,0014025
[09:11:02-686174],10761,105,00010762,00010761,1,0013212,0013920
[09:11:02-689795],10761,4,00010762,00010761,1,0013212,0013916
[09:11:02-695349],10761,6,00010762,00010760,1,0013212,0013785
[09:11:06-687764],10761,1,00010761,00010760,2,0013213,0013785
[09:11:06-690287],10761,24,00010762,00010760,2,0013189,0013785
[09:11:11-750648],10761,8,00010761,00010760,1,0013335,0013785
[09:11:11-752440],10761,6,00010762,00010761,2,0013329,0013791
[09:11:20-760681],10761,9,00010762,00010760,1,0013339,0013785
[09:11:24-639216],10761,1,00010762,00010761,1,0013689,0013834
[09:11:24-640519],10761,1,00010762,00010761,1,0013689,0013833
[09:11:24-642119],10761,1,00010762,00010761,1,0013689,0013832
[09:11:24-643963],10761,24,00010762,00010761,1,0013689,0013808
[09:11:24-645973],10761,1,00010762,00010761,1,0013689,0013807
[09:11:24-646380],10761,5,00010762,00010761,1,0013689,0013802
[09:11:25-305791],10761,17,,4 000107,1,, 000108
[09:11:29-835796],10761,10,00010761,00010760,2,0014032,0013725
[09:11:41-650368],10761,100,00010761,00010760,2,0014314,0013600
[09:11:43-256682],10761,100,00010761,00010760,2,0014267,0013601
[09:11:52-643209],10761,78,00010762,00010761,2,0014157,0013623
[09:11:52-645343],10761,3,00010762,00010761,1,0014157,0013620
[09:11:52-646787],10761,19,,4 000107,1,, 000108
[09:11:59-024315],10761,1,00010761,00010760,2,0014248,0013601
[09:12:05-643424],10761,30,00010761,00010760,2,0014238,0013601
[09:12:24-337363],10760,300,00010761,00010760,1,0014424,0013301
[09:13:03-809124],10761,30,00010761,00010760,2,0014504,0013837
[09:13:08-229009],10761,10,00010761,00010760,2,0014491,0013841
[09:13:08-230853],10761,13,00010761,00010760,2,0014478,0013841
[09:13:08-232888],10761,2,00010761,00010760,2,0014476,0013841
[09:13:08-239090],10761,2,00010761,00010760,2,0014474,0013841
[09:13:08-240535],10761,3,00010761,00010760,2,0014471,0013841
[09:13:08-244180],10761,50,00010761,00010760,2,0014421,0013841
[09:13:08-246618],10761,25,00010761,00010760,2,0014396,0013841
[09:13:08-247905],10761,2,00010761,00010760,2,0014394,0013841
[09:13:08-249346],10761,100,00010761,00010760,2,0014294,0013841
[09:13:08-251813],10761,102,00010761,00010760,2,0014192,0013841
[09:13:08-255681],10761,1,00010761,00010760,2,0014191,0013841
[09:13:08-257092],10761,53,00010761,00010760,2,0014138,0013841
[09:13:08-262470],10761,1,00010761,00010760,2,0014137,0013841
[09:13:08-269009],10761,29,00010761,00010760,2,0014108,0013841
[09:13:08-270338],10761,19,00010762,00010761,2,0014089,0013870
[09:13:27-965795],10761,5,00010762,00010761,1,0014198,0014004
[09:13:27-969517],10761,4,00010762,00010761,1,0014198,0014000
[09:13:27-970829],10761,100,00010762,00010761,1,0014198,0013900
[09:13:27-972132],10761,5,00010762,00010761,1,0014198,0013895
[09:13:27-974525],10761,93,00010762,00010760,1,0014198,0013802
[09:13:30-972290],10761,100,00010761,00010760,2,0014333,0013807
[09:13:42-207786],10760,3,00010761,00010760,1,0014405,0013904
[09:13:43-754529],10761,200,00010761,00010760,2,0014205,0013904
[09:13:43-756294],10761,5,00010761,00010760,2,0014200,0013904
[09:13:43-757418],10761,1,00010761,00010760,2,0014199,0013904
[09:13:43-759759],10761,3,00010762,00010761,2,0014196,0013910
[09:13:51-303238],10761,8,00010762,00010761,1,0014196,0014126
[09:13:51-356208],10761,22,00010761,00010760,1,0014274,0014104
[09:13:51-913368],10761,78,00010762,00010760,2,0014196,0014104
[09:13:52-028748],10761,3,00010761,00010760,1,0014200,0014104
[09:13:52-030219],10761,4,00010762,00010760,2,0014196,0014104
[09:14:01-100202],10762,30,00010762,00010761,2,0014192,0014179
[09:14:03-660908],10761,7,00010762,00010761,1,0014192,0014172
[09:14:03-663358],10761,50,00010762,00010761,1,0014192,0014122
[09:14:03-682159],10761,38,,4 000107,1,, 000108
[09:14:04-301236],10761,44,00010762,00010761,2,0014192,0014140
[09:14:04-303041],10761,33,00010762,00010761,1,0014192,0014107
[09:14:04-305385],10761,23,,4 000107,1,, 000108
[09:14:09-619677],10761,30,00010761,00010760,2,0014205,0014084
[09:14:36-267673],10761,200,00010762,00010761,1,0014184,0014209
[09:14:36-269226],10761,1,00010762,00010761,1,0014184,0014208
[09:14:36-275218],10761,22,00010762,00010761,1,0014184,0014186
[09:14:36-276609],10761,1,00010762,00010761,1,0014184,0014185
[09:14:36-277837],10761,49,00010762,00010761,1,0014184,0014136
[09:14:36-279026],10761,1,00010762,00010761,1,0014184,0014135
[09:14:36-280331],10761,48,00010762,00010761,1,0014184,0014087
[09:14:36-283397],10761,1,00010762,00010761,1,0014184,0014086
[09:14:36-284585],10761,2,00010761,00010760,1,0014188,0014084
[09:15:00-102681],10761,4,00010761,00010760,2,0013803,0014084
[09:15:00-103914],10761,1,00010761,00010760,2,0013802,0014084
[09:15:00-106465],10761,1,00010761,00010760,2,0013798,0014084
[09:15:00-107769],10761,1,00010761,00010760,2,0013797,0014084
[09:15:00-112717],10761,1,00010761,00010760,2,0013796,0014084
[09:15:00-114330],10761,1,00010761,00010760,2,0013795,0014084
[09:15:00-116515],10761,100,00010761,00010760,2,0013695,0014084
[09:15:00-120372],10761,12,00010761,00010760,2,0013683,0014084
[09:15:00-121389],10761,1,00010761,00010760,2,0013682,0014084
[09:15:00-122657],10761,88,00010762,00010761,2,0013594,0014097
[09:15:01-462488],10761,70,00010762,00010760,2,0013599,0014084
[09:15:02-263915],10761,13,00010762,00010760,2,0013595,0014084
[09:15:02-471686],10762,30,00010762,00010761,2,0013565,0014087
[09:15:02-588060],10761,4,00010762,00010761,1,0013565,0014196
[09:15:02-908486],10761,9,00010762,00010761,1,0013565,0014190
[09:15:04-680129],10761,10,00010762,00010761,1,0013569,0014177
[09:15:05-889055],10761,4,00010762,00010761,1,0013568,0014173
[09:15:08-954123],10761,136,00010761,00010760,1,0013632,0014084
[09:15:08-962254],10761,1,00010761,00010760,2,0013631,0014084
[09:15:08-965857],10761,63,,4 000107,2,, 000108
[09:15:12-013426],10761,50,00010762,00010761,1,0013568,0014098
[09:15:13-533112],10761,3,00010762,00010761,1,0013565,0014095
[09:16:00-986935],10762,30,00010762,00010761,2,0013613,0014654
[09:16:26-355403],10762,150,00010762,00010761,2,0013630,0014661
[09:16:43-072244],10761,661,00010761,00010760,1,0013852,0014093
[09:16:43-077607],10761,4,00010761,00010760,2,0013848,0014093
[09:16:43-090011],10761,63,,4 000107,2,, 000108
[09:16:43-100029],10761,3,00010762,00010760,2,0013816,0014093
[09:16:44-149135],10761,5,00010761,00010760,1,0013811,0014093
[09:16:47-628134],10761,20,00010761,00010760,2,0013794,0014093
[09:16:47-896981],10761,1,00010762,00010761,2,0013793,0014112
[09:17:02-269978],10762,30,00010762,00010761,2,0013815,0014256
[09:17:07-229236],10762,300,00010762,00010761,2,0013538,0014306
[09:17:19-133683],10762,300,00010762,00010761,2,0013280,0014306
[09:17:41-439860],10761,50,00010762,00010761,1,0013142,0014649
[09:18:01-918143],10761,461,00010761,00010760,1,0013222,0014093
[09:18:01-976128],10761,30,00010761,00010760,2,0013273,0014093
[09:18:02-105129],10761,6,00010761,00010760,2,0013213,0014093
[09:18:02-106290],10761,3,00010762,00010761,2,0013210,0014096
[09:18:02-902303],10761,6,00010761,00010760,2,0013204,0014094
[09:18:02-903973],10761,12,00010762,00010760,2,0013192,0014094
[09:18:03-872456],10761,5,00010761,00010760,1,0013213,0014094
[09:18:04-188971],10761,5,00010761,00010760,2,0013208,0014094
[09:18:04-509132],10761,5,00010761,00010760,2,0013202,0014094
[09:18:04-837105],10761,5,00010761,00010760,2,0013198,0014094
[09:18:05-173380],10761,5,00010761,00010760,2,0013191,0014094
[09:18:05-175148],10761,2,00010762,00010761,2,0013189,0014096
[09:18:05-413150],10761,2,00010762,00010760,2,0013189,0014094
[09:18:06-163474],10761,5,00010762,00010761,1,0013189,0014099
[09:18:06-165379],10761,5,00010762,00010760,1,0013189,0014094
[09:18:06-536210],10761,5,00010762,00010760,1,0013189,0014094
[09:18:06-937216],10761,1,00010762,00010761,1,0013189,0014098
[09:18:06-938584],10761,1,00010762,00010761,1,0013189,0014097
[09:18:07-499530],10761,1,00010762,00010761,1,0013187,0014091
[09:18:07-795467],10761,1,00010762,00010761,1,0013186,0014098
[09:18:09-861004],10761,16,00010762,00010761,1,0013211,0014102
[09:18:10-664521],10761,33,00010762,00010760,1,0013211,0014079
[09:18:10-879793],10761,5,00010762,00010760,1,0013261,0014079
[09:18:12-811438],10761,6,00010762,00010761,1,0013261,0014121
[09:18:12-834335],10761,1,00010762,00010761,1,0013261,0014120
[09:18:12-834972],10761,16,,4 000107,1,, 000108
[09:18:16-072580],10761,10,00010762,00010760,1,0013271,0014104
[09:18:27-535655],10761,2,00010761,00010760,2,0013439,0013854
[09:18:45-180274],10760,500,00010761,00010760,1,0013541,0013304
[09:18:45-211681],10760,46,00010761,00010760,1,0013688,0012261
[09:19:01-269620],10761,30,00010761,00010760,2,0013912,0011961
[09:19:08-906226],10761,400,00010762,00010761,2,0013476,0012015
[09:19:08-930468],10761,5,00010762,00010761,1,0013476,0012039
[09:19:09-087966],10761,5,00010762,00010761,1,0013476,0012034
[09:19:10-686494],10761,20,00010762,00010761,1,0013476,0012014
[09:19:13-724004],10761,8,00010762,00010761,1,0013470,0012006
[09:19:13-726692],10761,6,00010762,00010761,1,0013470,0012000
[09:19:13-899686],10761,1,00010762,00010761,1,0013470,0011999
[09:19:13-900804],10761,4,00010762,00010761,1,0013470,0011995
[09:19:13-902099],10761,6,00010761,00010760,1,0013475,0011989
[09:20:00-760801],10761,9,00010761,00010760,2,0014049,0011980
[09:20:11-122519],10760,500,00010761,00010760,1,0014054,0011580
[09:20:11-132174],10760,4,00010761,00010760,1,0014061,0011576
[09:20:11-138885],10760,6,00010761,00010760,1,0014061,0011553
[09:20:11-141865],10760,4,00010761,00010760,1,0014061,0011549
[09:20:11-146118],10760,10,00010761,00010760,1,0014061,0011539
[09:20:11-159439],10760,20,00010761,00010759,1,0014061,0011519
