체결시각,현재가격,체결수량,매도1호가,매수1호가,최종매도매수,총잔량매도,총잔량매수
[09:02:52-920172],10747,278,00010747,00010746,2,0014569,0014375
[09:03:04-381258],10746,65,00010747,00010746,1,0014769,0014307
[09:03:06-132351],10747,500,00010747,00010746,2,0014429,0014302
[09:03:24-896590],10746,10,00010747,00010746,1,0014885,0014135
[09:03:34-997720],10746,50,00010747,00010746,1,0014995,0014285
[09:03:49-423488],10746,15,00010747,00010746,1,0014941,0014092
[09:04:01-695772],10746,10,00010747,00010746,1,0015045,0014069
[09:04:03-904295],10746,10,00010747,00010746,1,0014545,0014059
[09:04:07-291184],10746,4,00010747,00010746,1,0014095,0014055
[09:04:17-280991],10746,65,00010747,00010746,1,0014091,0014066
[09:04:21-337811],10746,50,00010747,00010746,1,0014095,0014113
[09:04:21-341712],10746,1,00010747,00010746,1,0014095,0014112
[09:04:30-616980],10746,150,00010747,00010746,1,0014095,0013755
[09:04:30-621077],10746,1,00010747,00010746,1,0014095,0013754
[09:04:30-623873],10746,2,00010747,00010746,1,0014095,0013752
[09:04:30-626392],10746,42,00010747,00010746,1,0014095,0013710
[09:04:30-629856],10746,48,00010747,00010746,1,0014095,0013662
[09:04:30-632223],10746,3,00010747,00010746,1,0014095,0013659
[09:04:30-636939],10746,1,00010747,00010746,1,0014095,0013658
[09:04:30-639404],10746,1,00010747,00010746,1,0014095,0013657
[09:04:30-640577],10746,2,00010747,00010746,1,0014095,0013655
[09:04:30-644446],10746,1,00010747,00010746,1,0014095,0013654
[09:04:30-645521],10746,65,,9 000106,1,, 000107
[09:04:32-389478],10746,1,00010746,00010745,2,0014092,0013585
[09:04:32-392017],10746,12,00010746,00010745,2,0014080,0013585
[09:04:32-395554],10746,16,,9 000106,2,, 000107
[09:04:36-961123],10746,50,00010747,00010746,1,0014066,0013599
[09:04:38-256657],10746,10,00010747,00010746,1,0014064,0013657
[09:04:41-309142],10746,50,00010747,00010746,1,0014014,0013607
[09:04:51-515592],10746,65,00010747,00010746,1,0014015,0013622
[09:05:30-222442],10746,9,00010747,00010746,1,0014108,0013913
[09:05:45-780786],10746,2,00010747,00010746,1,0014114,0013912
[09:05:48-061014],10746,2,00010747,00010746,1,0014115,0013861
[09:05:48-062993],10746,4,00010747,00010746,1,0014115,0013857
[09:05:48-063355],10746,3,00010747,00010746,1,0014115,0013854
[09:05:48-072137],10746,83,00010747,00010746,1,0014115,0013771
[09:05:48-074496],10746,2,00010747,00010746,1,0014115,0013769
[09:05:48-076016],10746,4,00010747,00010746,1,0014115,0013765
[09:05:48-084362],10746,3,00010747,00010746,1,0014115,0013762
[09:05:48-086801],10746,1,00010747,00010746,1,0014115,0013761
[09:05:48-088010],10746,6,00010747,00010746,1,0014115,0013755
[09:05:48-089390],10746,67,00010747,00010746,1,0014115,0013688
[09:05:48-090555],10746,16,00010747,00010746,1,0014115,0013672
[09:05:48-091829],10746,1,00010747,00010746,1,0014115,0013671
[09:05:48-095521],10746,69,00010747,00010746,1,0014115,0013602
[09:05:48-099306],10746,2,00010747,00010746,1,0014115,0013600
[09:05:48-100457],10746,3,00010747,00010746,1,0014115,0013597
[09:05:48-101870],10746,1,00010747,00010746,1,0014115,0013596
[09:05:48-103018],10746,1,00010747,00010746,1,0014115,0013595
[09:05:48-105674],10746,33,00010746,00010745,1,0014122,0013562
[09:05:50-230345],10746,25,00010746,00010745,2,0014097,0013562
[09:05:50-231587],10746,24,00010746,00010745,2,0014073,0013562
[09:05:50-232837],10746,12,00010746,00010745,2,0014061,0013562
[09:05:50-234061],10746,9,00010746,00010745,2,0014052,0013562
[09:05:50-235396],10746,1,00010746,00010745,2,0014051,0013562
[09:05:50-236399],10746,40,,9 000106,2,, 000107
[09:05:50-348880],10746,3,00010747,00010745,2,0014014,0013562
[09:05:50-933207],10746,35,00010747,00010745,2,0013979,0013577
[09:05:54-116249],10746,5,00010747,00010745,1,0013989,0013604
[09:06:15-215664],10746,100,00010746,00010745,2,0014321,0013612
[09:06:15-217477],10746,1,00010746,00010745,2,0014320,0013612
[09:06:15-218860],10746,15,00010746,00010745,2,0014305,0013612
[09:06:15-816781],10746,10,00010746,00010745,2,0014295,0013612
[09:06:19-039583],10746,100,00010746,00010745,2,0014226,0013512
[09:06:21-124425],10746,50,00010746,00010745,2,0014184,0013562
[09:06:25-939107],10746,100,00010746,00010745,2,0014078,0013562
[09:06:27-498907],10746,25,00010747,00010746,2,0014060,0013662
[09:06:29-160709],10746,75,00010747,00010746,1,0014063,0013611
[09:06:40-460076],10745,2,00010746,00010745,1,0014073,0013584
[09:06:41-416103],10745,2,00010746,00010745,1,0014086,0013569
[09:06:45-740285],10745,2,00010746,00010745,1,0014467,0013557
[09:06:46-114216],10745,2,00010746,00010745,1,0015009,0013469
[09:06:46-565968],10745,2,00010746,00010745,1,0015009,0013467
[09:07:02-135620],10745,3,00010746,00010745,1,0014676,0013412
[09:07:09-097065],10745,30,00010746,00010745,1,0014876,0013382
[09:07:19-317268],10745,300,00010746,00010745,1,0014771,0012987
[09:07:23-213934],10745,5,00010746,00010745,1,0014790,0012982
[09:07:32-767685],10745,2,00010746,00010745,1,0014798,0012980
[09:07:45-319447],10745,150,00010746,00010745,1,0015303,0012862
[09:07:48-700029],10746,1,00010746,00010745,2,0015302,0012859
[09:07:50-577049],10745,300,00010746,00010745,1,0015306,0012559
[09:07:50-578643],10745,2,00010746,00010745,1,0015306,0012557
[09:07:50-582583],10745,107,00010745,00010744,1,0016199,0012450
[09:07:50-935036],10744,5,00010745,00010744,1,0016804,0012445
[09:08:45-152904],10744,5,00010745,00010744,1,0017006,0012908
[09:08:47-926929],10744,56,00010745,00010744,1,0016951,0012907
[09:08:54-622147],10744,2,00010745,00010744,1,0016750,0012905
[09:09:08-576626],10744,50,00010745,00010744,1,0017331,0012855
[09:09:12-106317],10744,10,00010745,00010744,1,0016831,0012845
[09:09:15-419605],10744,20,00010745,00010744,1,0016831,0013273
[09:09:49-406828],10744,300,00010745,00010744,1,0016269,0013453
[09:09:49-410702],10744,174,00010745,00010744,1,0016302,0013279
[09:09:49-415737],10744,22,00010745,00010744,1,0016302,0012379
[09:09:49-416975],10744,100,00010745,00010744,1,0016302,0012279
[09:09:49-418194],10744,6,00010745,00010744,1,0016302,0012273
[09:09:49-421899],10744,4,00010745,00010744,1,0016302,0012269
[09:09:49-426079],10744,141,00010744,00010743,1,0017161,0012128
[09:09:54-439597],10744,5,00010744,00010743,2,0016735,0012157
[09:09:54-832340],10744,30,00010744,00010743,2,0016705,0012657
[09:09:55-559463],10744,30,00010744,00010743,2,0016675,0012657
[09:09:57-321272],10744,55,00010744,00010743,2,0016620,0013157
[09:09:58-632532],10744,378,00010745,00010744,2,0016242,0013279
[09:09:59-543348],10744,139,00010745,00010744,1,0016209,0013374
[09:10:01-165155],10744,50,00010744,00010743,1,0016689,0013234
[09:10:02-485522],10744,958,00010745,00010744,2,0016689,0013283
[09:10:05-439328],10744,10,00010745,00010744,1,0016689,0013983
[09:10:05-459500],10745,1,00010745,00010744,2,0016688,0013983
[09:10:05-483123],10744,2,00010745,00010744,1,0016688,0013981
[09:10:06-605539],10745,1,00010745,00010744,2,0016637,0013981
[09:10:06-837287],10744,83,00010744,00010743,1,0017554,0013398
[09:10:06-861425],10744,3,00010745,00010744,1,0016637,0014360
[09:10:08-096017],10744,100,00010745,00010744,1,0016603,0014131
[09:10:08-562498],10745,1,00010745,00010744,2,0016602,0014136
[09:10:09-396423],10745,1,00010745,00010744,2,0016601,0014168
[09:10:18-811400],10744,100,00010745,00010744,1,0016656,0012412
[09:10:23-595895],10744,50,00010745,00010744,1,0016685,0012422
[09:10:46-315382],10744,6,00010745,00010744,1,0016663,0011859
[09:11:03-217987],10744,150,00010745,00010744,1,0016608,0011009
[09:11:03-347079],10744,296,00010744,00010743,1,0016698,0010463
[09:11:21-853694],10743,10,00010744,00010743,1,0017937,0009880
[09:11:24-604289],10743,35,00010744,00010743,1,0018419,0009845
[09:11:28-085129],10743,10,00010744,00010743,1,0018386,0009903
[09:11:32-938103],10743,300,00010744,00010743,1,0018386,0009603
[09:11:39-649104],10743,300,00010744,00010743,1,0018397,0009588
[09:11:56-065865],10743,37,00010744,00010743,1,0018298,0009818
[09:12:02-652383],10743,100,00010744,00010743,1,0018299,0009721
[09:12:05-386377],10743,50,00010744,00010743,1,0018325,0009668
[09:12:12-250011],10743,5,00010744,00010743,1,0018482,0009693
[09:12:12-251841],10743,3,00010744,00010743,1,0018482,0009690
[09:12:12-252208],10743,3,00010744,00010743,1,0018482,0009687
[09:12:14-826742],10743,10,00010744,00010743,1,0018572,0009627
[09:12:19-392341],10743,10,00010744,00010743,1,0018572,0009618
[09:12:19-612900],10743,100,00010744,00010743,1,0018572,0009568
[09:12:19-618989],10743,12,00010744,00010743,1,0018620,0009556
[09:12:19-977290],10743,62,00010744,00010742,1,0018512,0009494
[09:12:19-986155],10743,3,00010743,00010742,2,0018532,0009599
[09:12:19-988685],10743,2,00010744,00010743,2,0018530,0009602
[09:12:20-035665],10743,20,00010744,00010743,1,0018512,0009614
[09:12:20-069028],10743,1,00010744,00010743,1,0018511,0009613
[09:12:20-075661],10743,4,00010744,00010743,1,0018507,0009609
[09:12:20-083052],10743,10,00010743,00010742,1,0018497,0009599
[09:12:20-085423],10743,4,00010744,00010742,2,0018507,0009599
[09:12:20-091900],10743,6,00010744,00010742,2,0018501,0009599
[09:12:20-097220],10743,3,00010743,00010742,1,0018584,0009599
[09:12:20-100292],10743,97,00010744,00010742,2,0018487,0009599
[09:12:20-551799],10743,3,00010744,00010743,2,0018487,0009602
[09:12:20-666562],10743,19,00010744,00010742,2,0018487,0009599
[09:12:23-359757],10743,25,00010744,00010742,2,0018487,0009599
[09:12:25-342901],10743,11,00010743,00010742,2,0018301,0009599
[09:12:25-343401],10743,14,00010744,00010743,2,0018287,0009610
[09:12:25-616070],10743,2,00010744,00010743,1,0018287,0009608
[09:12:27-533927],10743,2,00010744,00010743,1,0017308,0009660
[09:12:27-759873],10743,50,00010744,00010743,1,0017311,0009610
[09:12:28-538312],10743,3,00010743,00010742,1,0017320,0009599
[09:12:29-467559],10743,33,00010744,00010742,1,0017342,0009599
[09:12:29-597557],10742,2,00010744,00010742,1,0017342,0009597
[09:12:29-601700],10743,2,00010743,00010742,2,0017371,0009597
[09:12:30-430799],10743,1,00010743,00010742,2,0017405,0009597
[09:12:31-462802],10743,78,00010744,00010743,2,0017371,0009792
[09:12:31-927939],10743,2,00010744,00010743,1,0017356,0009815
[09:12:34-152294],10744,1,00010744,00010743,2,0017337,0010153
[09:12:39-317607],10743,5,00010744,00010743,1,0016249,0010263
[09:12:41-001702],10743,2,00010744,00010743,1,0016258,0010289
[09:12:41-963891],10744,1,00010744,00010743,2,0016303,0010324
[09:13:21-116557],10744,100,00010744,00010743,2,0015784,0010653
[09:13:21-501450],10744,108,00010744,00010743,2,0015677,0010675
[09:13:21-506552],10744,6,00010744,00010743,2,0015671,0010675
[09:13:21-507692],10744,1,00010744,00010743,2,0015670,0010675
[09:13:21-508796],10744,50,00010744,00010743,2,0015620,0010675
[09:13:21-510367],10744,85,00010745,00010744,2,0015535,0010732
[09:13:22-676568],10744,33,00010745,00010744,1,0015506,0010762
[09:13:25-488987],10745,1,00010745,00010744,2,0015505,0010676
[09:13:41-273738],10744,1,00010745,00010744,1,0015768,0011309
[09:13:43-226968],10744,15,00010745,00010744,1,0015768,0011234
[09:13:43-650184],10744,1,00010745,00010744,1,0015797,0011230
[09:13:44-897693],10744,52,00010745,00010744,1,0015828,0011150
[09:13:44-905155],10744,128,00010745,00010744,1,0015828,0011022
[09:13:44-907592],10744,72,00010745,00010744,1,0015828,0010950
[09:13:44-910154],10744,4,00010745,00010744,1,0015828,0010946
[09:13:44-911551],10744,1,00010745,00010744,1,0015828,0010945
[09:13:44-914086],10744,2,00010745,00010744,1,0015836,0010943
[09:13:44-915188],10744,42,00010745,00010744,1,0015836,0010901
[09:13:44-916454],10744,2,00010745,00010744,1,0015836,0010899
[09:13:44-918934],10744,1,00010745,00010744,1,0015836,0010898
[09:13:44-921429],10744,46,,7 000106,1,, 000107
[09:14:47-232512],10743,2,00010744,00010743,1,0016156,0012359
[09:14:56-347804],10743,200,00010744,00010743,1,0016061,0011905
[09:14:56-349647],10743,4,00010744,00010743,1,0016061,0011901
[09:14:56-671949],10743,64,00010744,00010743,1,0016061,0011837
[09:14:56-673085],10743,1,00010744,00010743,1,0016061,0011836
[09:15:12-951367],10744,3,00010744,00010743,2,0016074,0011675
[09:15:14-327509],10743,10,00010744,00010743,1,0016077,0011675
[09:15:20-215807],10743,277,00010743,00010742,1,0015800,0011398
[09:15:23-079278],10743,100,00010743,00010742,2,0015707,0011376
[09:15:23-145463],10743,100,00010743,00010742,2,0015607,0011376
[09:15:23-154661],10743,1,00010743,00010742,2,0015603,0011376
[09:15:23-155530],10743,61,,6 000106,2,, 000107
[09:15:23-465799],10743,1,00010743,00010742,1,0015572,0011398
[09:15:23-468471],10743,8,00010744,00010742,2,0015564,0011376
[09:15:23-504157],10743,23,00010744,00010743,1,0015564,0011382
[09:15:24-294901],10743,41,00010743,00010742,2,0015580,0011376
[09:15:24-296682],10743,1,00010743,00010742,2,0015579,0011376
[09:15:24-297121],10743,8,00010744,00010742,2,0015571,0011376
[09:15:26-900702],10743,1,00010743,00010742,1,0015620,0011176
[09:15:29-495656],10743,66,00010744,00010742,2,0015577,0011156
[09:15:29-856279],10743,8,00010744,00010743,1,0015577,0011223
[09:15:31-033992],10743,2,00010743,00010742,1,0015614,0011226
[09:15:31-035919],10743,28,00010744,00010742,2,0015586,0011206
[09:15:37-908604],10743,6,00010744,00010743,1,0015618,0011225
[09:15:38-786954],10743,1,00010744,00010743,1,0015628,0011224
[09:15:47-329469],10743,63,00010743,00010742,1,0015610,0011216
[09:16:17-503635],10742,80,00010743,00010742,1,0015898,0010776
[09:16:24-565802],10742,50,00010743,00010742,1,0016098,0010690
[09:16:26-640845],10742,228,00010742,00010741,1,0016895,0010439
[09:16:37-144575],10742,50,00010742,00010741,2,0018066,0009457
[09:16:57-196820],10741,4,00010742,00010741,1,0019775,0009764
[09:16:59-713434],10741,300,00010742,00010741,1,0019815,0008724
[09:17:09-248673],10741,100,00010742,00010741,1,0019770,0009669
[09:17:13-897560],10741,60,00010742,00010741,1,0019771,0009326
[09:17:14-651901],10741,80,00010742,00010741,1,0019641,0009246
[09:17:15-544149],10741,100,00010742,00010741,1,0019541,0009151
[09:17:15-546045],10741,22,00010742,00010741,1,0019541,0009129
[09:17:15-578453],10741,60,00010742,00010741,1,0019541,0009069
[09:17:15-732392],10741,95,00010741,00010740,1,0019546,0008974
[09:17:15-746267],10741,5,00010741,00010740,2,0019563,0008927
[09:17:15-747416],10741,4,,4 000106,2,, 000107
[09:17:15-757485],10741,4,00010741,00010740,2,0019598,0008927
[09:17:41-324952],10741,10,00010741,00010740,2,0019547,0011907
[09:17:54-760043],10741,50,00010741,00010740,2,0019420,0012448
[09:18:04-823229],10741,8,00010741,00010740,2,0019429,0012948
[09:18:05-195290],10741,8,00010741,00010740,2,0019421,0012948
[09:18:13-839423],10740,1,00010741,00010740,1,0019446,0013059
[09:18:15-709007],10741,67,00010741,00010740,2,0019376,0013089
[09:18:15-711427],10741,94,00010741,00010740,2,0019282,0013089
[09:18:15-715193],10741,18,00010741,00010740,2,0019264,0013182
[09:18:15-716423],10741,50,00010741,00010740,2,0019214,0013182
[09:18:15-719058],10741,3,00010741,00010740,2,0019211,0013182
[09:18:15-721390],10741,1,00010741,00010740,2,0019210,0013210
[09:18:15-722685],10741,8,00010741,00010740,2,0019202,0013210
[09:18:15-726474],10741,8,00010741,00010740,2,0019194,0013210
[09:18:15-727685],10741,3,00010741,00010740,2,0019191,0013210
[09:18:15-728944],10741,35,00010741,00010740,2,0019156,0013210
[09:18:15-730122],10741,25,00010741,00010740,2,0019131,0013210
[09:18:15-733971],10741,1,00010741,00010740,2,0019130,0013182
[09:18:16-380938],10741,56,00010741,00010740,2,0019098,0013182
[09:18:16-871958],10741,27,00010741,00010740,2,0019071,0013182
[09:18:17-141304],10741,9,00010741,00010740,2,0019062,0013182
[09:18:17-395678],10741,15,00010741,00010740,2,0019044,0013182
[09:18:17-399482],10741,271,00010742,00010741,2,0018773,0013882
[09:18:39-315047],10742,1,00010742,00010741,2,0016823,0015166
[09:18:56-887226],10742,451,00010743,00010742,2,0015723,0016371
[09:18:56-900782],10742,49,00010743,00010742,1,0015741,0016326
[09:18:56-915690],10742,4,00010743,00010742,1,0015744,0016354
[09:18:56-919454],10742,3,00010743,00010742,1,0015744,0016351
[09:18:56-920670],10742,19,00010743,00010742,1,0015744,0016332
[09:18:56-921930],10742,10,,5 000106,1,, 000107
[09:18:57-106372],10742,3,00010742,00010741,1,0015754,0016319
[09:18:57-110342],10742,3,00010743,00010741,2,0015751,0016319
[09:18:57-115237],10742,3,00010743,00010741,2,0015751,0016319
[09:18:58-425486],10742,28,00010743,00010742,1,0015762,0016391
[09:18:58-426924],10742,44,00010743,00010742,1,0015762,0016347
[09:18:58-427563],10742,13,00010743,00010742,1,0015762,0016334
[09:18:58-430278],10742,7,00010743,00010742,1,0015762,0016327
[09:18:58-433772],10742,8,,5 000106,1,, 000107
[09:18:58-664486],10742,85,00010743,00010742,2,0015762,0016234
[09:18:58-670702],10742,51,00010743,00010742,1,0015762,0016183
[09:18:58-674587],10742,33,00010743,00010742,1,0015762,0016150
[09:18:58-688195],10742,6,00010743,00010742,1,0015762,0016144
[09:18:59-039773],10742,90,00010743,00010742,1,0015762,0016069
[09:18:59-043464],10742,50,00010743,00010741,1,0015762,0016019
[09:18:59-335671],10742,6,00010743,00010742,1,0015762,0016038
[09:19:02-667701],10742,81,00010742,00010741,1,0015665,0016159
[09:19:03-414836],10742,2,00010742,00010741,2,0015666,0016157
[09:19:04-012603],10742,50,00010742,00010741,2,0015666,0016157
[09:19:09-025492],10742,56,00010742,00010741,2,0015644,0016157
[09:19:09-228411],10741,1,00010742,00010741,1,0015644,0016156
[09:19:11-131551],10742,1,00010742,00010741,2,0015680,0016156
[09:19:11-136552],10742,2,00010742,00010741,2,0015678,0016156
[09:19:11-137716],10742,1,00010742,00010741,2,0015677,0016156
[09:19:11-868678],10742,1,00010742,00010741,2,0015673,0016156
[09:19:11-926323],10742,50,00010742,00010741,2,0015623,0016156
[09:19:11-928073],10742,2,00010743,00010741,2,0015621,0016156
[09:19:12-568655],10742,3,,5 000106,1,, 000107
[09:19:16-396455],10742,1,00010743,00010741,2,0015685,0016219
[09:19:17-355915],10742,26,,5 000106,1,, 000107
[09:19:21-341033],10743,5,00010743,00010742,2,0015675,0016335
[09:19:46-358926],10743,264,00010744,00010743,2,0015386,0016558
[09:19:46-372519],10743,10,00010744,00010743,1,0015411,0016550
[09:19:46-386388],10743,2,00010744,00010743,1,0015411,0016557
[09:19:46-388890],10743,1,00010744,00010743,1,0015411,0016556
[09:19:51-798513],10744,1,00010744,00010743,2,0015372,0016626
[09:20:02-256068],10743,37,00010744,00010743,1,0015372,0016649
[09:20:25-847240],10743,8,00010744,00010743,1,0015353,0017191
[09:20:27-035074],10743,50,00010744,00010743,1,0015353,0017141
[09:20:37-577609],10743,300,00010744,00010743,1,0015353,0017041
[09:20:37-579854],10743,59,00010744,00010743,1,0015369,0016982
[09:20:40-605481],10743,10,00010744,00010743,1,0015369,0016972
[09:20:40-749507],10743,10,00010744,00010743,1,0015369,0016962
[09:20:41-075215],10743,160,00010743,00010742,1,0015509,0016802
[09:20:44-224830],10743,100,00010743,00010742,2,0015427,0016802
[09:20:44-226545],10743,4,00010743,00010742,2,0015420,0016802
[09:20:44-228283],10743,1,00010743,00010742,2,0015419,0016802
[09:20:44-229190],10743,6,00010743,00010742,2,0015413,0016802
[09:20:58-550480],10743,20,00010743,00010742,2,0015407,0016652
[09:20:59-170479],10743,1,00010743,00010742,2,0015406,0016652
[09:21:11-864988],10743,68,00010744,00010743,2,0015358,0017287
[09:21:11-903478],10743,50,00010744,00010743,1,0015342,0017259
[09:21:12-843493],10743,30,00010744,00010743,1,0015372,0017210
[09:21:12-845405],10743,18,00010744,00010743,1,0015372,0017189
[09:21:24-859501],10743,200,00010744,00010743,1,0015352,0017072
[09:21:24-951780],10743,10,00010744,00010743,1,0015361,0017059
[09:21:26-658827],10743,20,00010744,00010743,1,0015361,0017039
[09:21:34-719066],10744,50,00010744,00010743,2,0015298,0017264
[09:21:39-978695],10743,100,00010744,00010743,1,0015298,0017225
[09:21:42-120326],10743,1,00010744,00010743,1,0015316,0017138
[09:21:53-216801],10743,10,00010744,00010743,1,0015348,0017234
[09:22:05-896990],10743,20,00010744,00010743,1,0015348,0017268
[09:22:36-696679],10744,1,00010744,00010743,2,0015349,0017248
[09:22:54-001834],10743,25,00010744,00010743,1,0015367,0017439
[09:23:05-347040],10744,4,00010744,00010743,2,0015363,0017525
[09:23:28-421183],10744,50,00010744,00010743,2,0015215,0017826
[09:23:28-424742],10744,6,00010744,00010743,2,0015209,0017826
[09:23:28-431048],10744,50,00010744,00010743,2,0015156,0017843
[09:23:28-432342],10744,1,00010744,00010743,2,0015155,0017843
[09:23:28-433630],10744,100,00010744,00010743,2,0015055,0017843
[09:23:28-435971],10744,25,00010744,00010743,2,0015030,0017843
[09:23:28-438491],10744,158,00010744,00010743,2,0014872,0017843
