체결시각,현재가격,체결수량,매도1호가,매수1호가,최종매도매수,총잔량매도,총잔량매수
[09:00:44-927705],10746,1,00010747,00010746,1,0012826,0005830
[09:00:45-702069],10747,6,00010747,00010746,2,0012748,0005930
[09:00:45-716553],10747,100,00010747,00010746,2,0012648,0005930
[09:00:45-725447],10747,25,00010747,00010746,2,0012623,0005930
[09:00:45-727865],10747,17,00010747,00010746,2,0012606,0005930
[09:00:45-730401],10747,50,00010747,00010746,2,0012556,0005930
[09:00:45-734198],10747,6,00010747,00010746,2,0012550,0005930
[09:00:45-736818],10747,51,00010748,00010747,2,0012499,0006060
[09:00:48-691444],10747,200,00010748,00010747,1,0012075,0005987
[09:00:48-693977],10747,20,,0 000106,1,, 000108
[09:00:48-714188],10747,5,00010748,00010746,2,0012075,0005967
[09:00:49-533960],10747,10,00010748,00010746,2,0012075,0005967
[09:00:49-750434],10747,10,00010747,00010746,2,0012078,0005967
[09:00:49-754346],10747,3,00010748,00010746,2,0012075,0005967
[09:00:49-916130],10747,10,00010748,00010746,2,0012075,0005967
[09:00:50-103684],10747,20,00010747,00010746,2,0012105,0005967
[09:00:50-142517],10747,30,00010748,00010746,2,0012075,0005967
[09:00:50-445519],10747,30,00010748,00010747,1,0012075,0006016
[09:00:50-448273],10747,20,00010748,00010746,1,0012075,0005996
[09:00:50-557907],10747,5,00010748,00010746,2,0012075,0006002
[09:00:51-535878],10747,20,00010748,00010747,1,0012215,0006517
[09:00:51-537532],10747,6,00010748,00010747,1,0012215,0006511
[09:00:51-539600],10747,9,00010748,00010746,1,0012215,0006502
[09:00:52-999932],10747,25,00010748,00010747,1,0012235,0007057
[09:00:53-001370],10747,6,00010748,00010747,1,0012235,0007051
[09:00:53-003958],10747,9,,0 000106,1,, 000108
[09:00:53-387469],10747,4,00010748,00010747,2,0012235,0007058
[09:00:54-071424],10747,2,00010748,00010747,1,0012235,0007089
[09:00:55-147256],10747,100,00010748,00010747,1,0012295,0007089
[09:00:55-151428],10747,30,00010748,00010747,1,0012295,0007059
[09:00:55-153595],10747,17,,0 000106,1,, 000108
[09:00:55-272862],10747,3,00010748,00010747,2,0012295,0007049
[09:00:55-276404],10747,7,00010748,00010746,1,0012295,0007042
[09:00:56-856968],10747,30,00010748,00010747,1,0012295,0007264
[09:01:02-091141],10748,17,00010748,00010747,2,0012185,0008885
[09:01:04-525512],10748,26,00010748,00010747,2,0012059,0009406
[09:01:04-746924],10748,7,00010748,00010747,2,0012052,0009406
[09:01:04-748288],10748,1,00010748,00010747,2,0012051,0009406
[09:01:04-753497],10748,90,00010748,00010747,2,0011961,0009406
[09:01:04-754816],10748,3,00010748,00010747,2,0011958,0009406
[09:01:04-755796],10748,8,00010748,00010747,2,0011950,0009406
[09:01:04-757020],10748,1,00010748,00010747,2,0011949,0009406
[09:01:04-758268],10748,72,,1 000106,2,, 000108
[09:01:06-392215],10749,100,00010749,00010748,2,0011780,0010177
[09:01:08-024674],10749,100,00010749,00010748,2,0011680,0010109
[09:01:12-929810],10748,100,00010749,00010748,1,0011664,0010257
[09:01:16-876850],10748,100,00010749,00010748,1,0011625,0010262
[09:01:17-956988],10748,5,00010749,00010748,1,0011615,0010280
[09:01:19-448924],10748,5,00010749,00010748,1,0011715,0010275
[09:01:40-729481],10748,30,00010749,00010748,1,0012273,0011605
[09:01:40-736557],10748,6,00010749,00010748,1,0012273,0011596
[09:01:43-614999],10748,100,00010749,00010748,1,0012278,0011505
[09:01:43-618160],10748,41,00010749,00010748,1,0012278,0011461
[09:01:43-630608],10748,100,00010749,00010748,1,0012308,0011361
[09:01:43-632055],10748,1,00010749,00010748,1,0012308,0011360
[09:01:43-634438],10748,6,00010749,00010748,1,0012308,0011354
[09:01:43-635620],10748,90,00010749,00010748,1,0012308,0011264
[09:01:43-636884],10748,20,00010749,00010748,1,0012308,0011244
[09:01:43-638363],10748,1,00010749,00010748,1,0012308,0011243
[09:01:43-640467],10748,36,,1 000106,1,, 000108
[09:01:49-992555],10747,1,00010748,00010747,1,0012991,0010704
[09:02:01-469892],10748,6,00010748,00010747,2,0013461,0010869
[09:02:01-471895],10748,100,00010748,00010747,2,0013361,0010869
[09:02:01-476929],10748,13,00010748,00010747,2,0013347,0010869
[09:02:01-478297],10748,25,00010748,00010747,2,0013322,0010869
[09:02:01-479655],10748,50,00010748,00010747,2,0013272,0010869
[09:02:01-480607],10748,4,00010748,00010747,2,0013268,0010869
[09:02:01-481911],10748,10,00010748,00010747,2,0013258,0010869
[09:02:01-484457],10748,2,00010748,00010747,2,0013256,0010869
[09:02:01-486046],10748,94,00010748,00010747,2,0013162,0010869
[09:02:01-488269],10748,1,00010748,00010747,2,0012965,0010869
[09:02:01-489679],10748,38,00010748,00010747,2,0012927,0010869
[09:02:01-491256],10748,21,00010749,00010748,2,0012906,0010967
[09:02:03-083963],10748,148,00010748,00010747,1,0013028,0010955
[09:02:04-371685],10748,5,00010748,00010747,2,0013087,0010906
[09:02:05-705738],10748,25,00010748,00010747,2,0013536,0010907
[09:02:19-109564],10748,10,00010748,00010747,2,0013611,0010955
[09:02:20-550302],10748,50,00010748,00010747,2,0013561,0010925
[09:02:49-518782],10747,50,00010748,00010747,1,0013480,0010771
[09:02:50-330407],10748,94,00010748,00010747,2,0013386,0010771
[09:02:50-345700],10748,113,00010749,00010748,2,0012686,0010872
[09:02:50-353256],10748,1,00010749,00010748,1,0012686,0010871
[09:02:50-362054],10748,6,00010749,00010748,1,0012682,0010895
[09:02:50-369523],10748,6,00010749,00010748,1,0012682,0010889
[09:02:50-370788],10748,50,00010749,00010748,1,0012682,0010839
[09:02:50-375814],10748,1,00010749,00010748,1,0012682,0010838
[09:02:50-377254],10748,1,00010749,00010748,1,0012682,0010837
[09:02:50-383280],10748,1,00010749,00010748,1,0012682,0010836
[09:02:50-384625],10748,25,00010749,00010748,1,0012682,0010811
[09:02:50-385871],10748,10,,1 000106,1,, 000108
[09:02:50-607109],10748,1,00010749,00010747,1,0012682,0010800
[09:02:50-780320],10748,6,00010749,00010748,1,0012682,0010808
[09:02:50-781786],10748,1,00010749,00010748,1,0012682,0010807
[09:02:50-783052],10748,7,,1 000106,1,, 000108
[09:02:51-762917],10748,1,00010748,00010747,2,0012681,0010750
[09:02:52-167048],10748,4,00010749,00010748,2,0012677,0010776
[09:02:52-169700],10748,26,00010749,00010747,1,0012677,0010750
[09:02:53-677653],10748,1,00010749,00010748,2,0012677,0010812
[09:02:53-814991],10748,29,00010748,00010747,1,0012698,0010783
[09:02:54-923007],10748,10,00010748,00010747,2,0012788,0010783
[09:03:14-560840],10748,10,00010748,00010747,2,0013462,0012269
[09:03:21-002985],10748,10,00010748,00010747,2,0013242,0012239
[09:03:28-794262],10747,750,00010748,00010747,1,0013250,0011489
[09:03:28-798010],10747,17,00010748,00010747,1,0013250,0011472
[09:03:28-811708],10747,100,00010748,00010747,1,0013285,0011372
[09:03:28-814238],10747,3,00010748,00010747,1,0013285,0011369
[09:03:28-816767],10747,92,00010748,00010747,1,0013285,0011277
[09:03:28-819201],10747,79,00010748,00010747,1,0013285,0011198
[09:03:28-823392],10747,77,00010748,00010747,1,0013285,0011121
[09:03:28-829533],10747,84,00010748,00010747,1,0013285,0011037
[09:03:28-830484],10747,6,00010748,00010747,1,0013285,0011031
[09:03:28-832077],10747,92,00010748,00010747,1,0013285,0010939
[09:03:28-837984],10747,79,00010748,00010747,1,0013285,0010860
[09:03:28-840536],10747,35,00010748,00010747,1,0013285,0010825
[09:03:28-850537],10747,309,00010747,00010746,1,0013976,0010516
[09:03:32-782255],10746,1,00010747,00010746,1,0014980,0010525
[09:03:37-439260],10746,100,00010747,00010746,1,0014978,0009502
[09:03:40-158254],10746,1,00010747,00010746,1,0014988,0009062
[09:03:50-347114],10746,1,00010747,00010746,1,0014487,0008785
[09:03:50-397783],10746,1,00010747,00010746,1,0014486,0008784
[09:03:50-586120],10746,50,00010747,00010746,1,0014486,0008734
[09:03:51-621619],10746,1,00010747,00010746,1,0014486,0008735
[09:03:53-401430],10746,1,00010747,00010746,1,0014495,0008734
[09:04:24-780270],10746,100,00010747,00010746,1,0015607,0008481
[09:04:28-257670],10746,300,00010747,00010746,1,0015607,0008047
[09:04:28-897489],10746,3,00010747,00010746,1,0015691,0008044
[09:04:29-974501],10746,40,00010747,00010746,1,0015691,0008004
[09:04:30-067815],10746,47,00010747,00010746,1,0015691,0007957
[09:04:30-069125],10746,3,00010747,00010746,1,0015691,0007954
[09:04:31-056140],10746,100,00010747,00010746,1,0015691,0007857
[09:04:31-691280],10746,3,00010747,00010746,1,0015691,0007864
[09:04:31-930347],10746,1,00010747,00010746,1,0015722,0007868
[09:04:32-327540],10746,50,00010747,00010746,1,0015691,0007818
[09:04:32-430162],10746,40,00010747,00010746,1,0015691,0007778
[09:04:32-666323],10746,2,00010747,00010746,1,0015691,0007776
[09:04:33-073600],10746,20,00010747,00010746,1,0015671,0007756
[09:04:33-348745],10746,3,00010747,00010746,1,0015671,0007753
[09:04:33-593953],10746,71,00010746,00010745,1,0015600,0007712
[09:04:33-601567],10746,29,00010746,00010745,2,0015577,0007877
[09:04:33-604044],10746,71,00010746,00010745,2,0015537,0007877
[09:04:33-605233],10746,11,00010746,00010745,2,0015526,0007877
[09:04:33-607776],10746,9,00010746,00010745,2,0015517,0007877
[09:04:33-608984],10746,3,00010746,00010745,2,0015514,0007877
[09:04:33-610233],10746,12,00010747,00010746,2,0015502,0007889
[09:04:35-184907],10746,20,00010746,00010745,1,0015579,0007877
[09:04:35-452117],10746,2,00010746,00010745,2,0015577,0007887
[09:04:37-821967],10745,1,00010746,00010745,1,0015630,0007886
[09:04:40-488561],10746,100,00010746,00010745,2,0015530,0007916
[09:04:40-490785],10746,38,00010746,00010745,2,0015492,0007916
[09:04:40-491207],10746,13,,9 000106,2,, 000107
[09:04:41-931745],10746,5,00010747,00010746,1,0015479,0007927
[09:04:42-014231],10746,1,00010747,00010745,1,0015479,0007926
[09:04:47-585682],10746,90,00010747,00010746,1,0015480,0008137
[09:04:48-034485],10746,46,00010747,00010745,1,0015480,0008091
[09:04:48-041892],10746,3,00010747,00010745,2,0015480,0008091
[09:04:49-693832],10746,3,00010747,00010745,2,0015375,0008086
[09:05:28-568314],10746,100,00010747,00010746,1,0015264,0008849
[09:05:29-571063],10746,400,00010747,00010746,1,0015264,0008449
[09:05:29-576063],10746,4,00010747,00010746,1,0015389,0008445
[09:05:29-580346],10746,17,00010747,00010746,1,0015389,0008428
[09:05:29-601703],10746,14,00010747,00010745,1,0015389,0008414
[09:05:29-606710],10746,3,00010747,00010745,2,0015389,0008414
[09:05:30-849198],10746,53,00010747,00010745,2,0015389,0008459
[09:05:38-489497],10746,66,00010747,00010745,1,0015364,0008669
[09:05:40-664213],10746,3,00010747,00010746,1,0015364,0008766
[09:05:40-666487],10746,3,00010747,00010746,1,0015364,0008763
[09:05:42-530610],10746,30,00010747,00010746,1,0015364,0008740
[09:05:42-532570],10746,76,00010747,00010745,1,0015364,0008664
[09:05:43-371919],10746,5,00010747,00010746,1,0015364,0008681
[09:05:43-373910],10746,13,00010747,00010746,1,0015364,0008668
[09:05:43-375635],10746,4,00010747,00010745,1,0015364,0008664
[09:05:52-030405],10746,30,00010746,00010745,2,0015832,0008770
[09:05:53-015943],10746,100,00010746,00010745,2,0015801,0008820
[09:06:06-858985],10746,100,00010746,00010745,2,0015498,0009057
[09:06:07-640188],10746,100,00010746,00010745,2,0015299,0008985
[09:06:07-647499],10746,13,00010746,00010745,2,0015286,0008985
[09:06:07-650169],10746,7,00010746,00010745,2,0015279,0008985
[09:06:07-651336],10746,7,00010746,00010745,2,0015272,0008985
[09:06:07-652492],10746,3,00010746,00010745,2,0015269,0008985
[09:06:07-653793],10746,2,00010746,00010745,2,0015267,0008985
[09:06:07-656409],10746,89,00010746,00010745,2,0015178,0008985
[09:06:07-657868],10746,136,00010746,00010745,2,0015042,0008985
[09:06:07-659060],10746,10,,9 000106,2,, 000107
[09:06:10-103864],10746,20,00010746,00010745,1,0015612,0009029
[09:06:10-367076],10746,33,00010746,00010745,2,0015579,0009048
[09:06:10-371176],10746,47,00010747,00010745,2,0015532,0009048
[09:06:13-304569],10746,37,00010747,00010746,1,0015532,0009113
[09:06:13-305914],10746,26,00010747,00010746,1,0015532,0009087
[09:06:13-313392],10746,13,00010747,00010746,1,0015532,0009074
[09:06:13-314599],10746,1,00010747,00010746,1,0015532,0009073
[09:06:13-318308],10746,3,00010747,00010746,1,0015532,0009070
[09:06:13-320867],10746,41,00010746,00010745,1,0015549,0009029
[09:06:13-402996],10746,3,00010747,00010746,2,0015532,0009046
[09:06:13-405505],10746,17,00010747,00010745,1,0015532,0009029
[09:06:14-729890],10746,18,00010747,00010745,1,0015532,0009029
[09:06:19-607680],10746,1,00010746,00010745,2,0015989,0009097
[09:06:26-712693],10746,12,00010746,00010745,2,0015876,0009191
[09:06:26-713947],10746,139,00010746,00010745,2,0015737,0009191
[09:06:26-716555],10746,2,00010746,00010745,2,0015735,0009191
[09:06:26-717617],10746,3,00010746,00010745,2,0015732,0009191
[09:06:26-718989],10746,3,00010746,00010745,2,0015729,0009191
[09:06:26-721390],10746,17,00010746,00010745,2,0015712,0009191
[09:06:26-723916],10746,11,00010746,00010745,2,0015701,0009191
[09:06:26-726334],10746,11,00010746,00010745,2,0015690,0009191
[09:06:26-733944],10746,5,00010746,00010745,2,0015685,0009191
[09:06:26-735203],10746,1,00010746,00010745,2,0015684,0009191
[09:06:26-736431],10746,47,00010747,00010746,2,0015637,0009205
[09:06:33-290449],10746,24,00010747,00010745,1,0015587,0009283
[09:06:33-413061],10746,3,00010747,00010745,2,0015587,0009283
[09:06:34-727522],10746,10,00010747,00010745,1,0015587,0009237
[09:06:35-523845],10746,3,00010747,00010746,2,0015587,0009239
[09:06:35-525832],10746,2,00010746,00010745,1,0015589,0009237
[09:06:36-218544],10746,3,00010747,00010746,2,0015587,0009240
[09:06:36-220323],10746,3,00010746,00010745,1,0015590,0009237
[09:06:39-112426],10746,1,00010746,00010745,1,0015588,0009237
[09:06:43-419545],10746,2,00010746,00010745,2,0015639,0009435
[09:06:56-478008],10746,10,00010746,00010745,2,0015770,0009837
[09:07:01-669699],10746,10,00010746,00010745,2,0015677,0009937
[09:07:01-671480],10746,10,00010746,00010745,2,0015667,0009937
[09:07:01-673263],10746,1,00010746,00010745,2,0015666,0009937
[09:07:02-427097],10746,68,00010747,00010746,2,0015598,0010369
[09:07:08-561231],10747,1,00010747,00010746,2,0015472,0011872
[09:07:12-263217],10746,200,00010747,00010746,1,0014972,0011671
[09:07:12-282799],10746,267,00010747,00010746,1,0014972,0011392
[09:07:12-305339],10746,94,00010746,00010745,1,0015222,0011237
[09:07:13-311285],10746,100,00010746,00010745,2,0015125,0011737
[09:07:13-313092],10746,1,00010746,00010745,2,0015121,0011737
[09:07:13-316206],10746,9,00010746,00010745,2,0015112,0011737
[09:07:13-317608],10746,1,00010746,00010745,2,0015111,0011737
[09:07:13-318766],10746,27,00010747,00010746,2,0015084,0011751
[09:07:21-254414],10747,200,00010747,00010746,2,0014772,0012197
[09:07:22-438460],10747,1,00010747,00010746,2,0014671,0012265
[09:07:23-113899],10747,1,00010747,00010746,2,0014670,0012265
[09:07:35-728323],10747,50,00010747,00010746,2,0014920,0011390
[09:08:01-302179],10747,1,00010747,00010746,2,0014973,0011391
[09:08:13-035714],10747,1,00010747,00010746,2,0014984,0011423
[09:08:13-040605],10747,1,00010747,00010746,2,0014983,0011423
[09:08:13-041811],10747,1,00010747,00010746,2,0014982,0011423
[09:08:13-043206],10747,1,00010747,00010746,2,0014981,0011423
[09:08:13-053097],10747,5,00010747,00010746,2,0014976,0011423
[09:08:13-058097],10747,3,00010747,00010746,2,0014973,0011423
[09:08:13-059640],10747,64,00010747,00010746,2,0014909,0011423
[09:08:13-070848],10747,4,00010747,00010746,2,0014905,0011423
[09:08:13-071921],10747,97,00010747,00010746,2,0014808,0011423
[09:08:13-076108],10747,6,00010747,00010746,2,0014802,0011423
[09:08:13-076904],10747,26,00010747,00010746,2,0014776,0011423
[09:08:13-078167],10747,36,00010747,00010746,2,0014740,0011423
[09:08:13-079462],10747,25,00010747,00010746,2,0014715,0011423
[09:08:13-081140],10747,27,00010747,00010746,2,0014688,0011423
[09:08:13-082383],10747,1,00010747,00010746,2,0014687,0011423
[09:08:13-084005],10747,25,00010747,00010746,2,0014662,0011423
[09:08:13-086394],10747,50,00010747,00010746,2,0014612,0011423
[09:08:13-092049],10747,574,00010748,00010747,2,0013624,0011425
[09:08:19-196083],10748,1,00010748,00010747,2,0013573,0011590
[09:08:48-308159],10748,3,00010748,00010747,2,0014087,0011999
[09:08:57-891982],10748,3,00010748,00010747,2,0014084,0011966
[09:09:06-753659],10748,3,00010748,00010747,2,0014581,0011840
[09:09:11-996262],10748,2,00010748,00010747,2,0014679,0011838
[09:09:39-023174],10747,11,00010748,00010747,1,0014929,0011838
[09:09:39-038093],10747,2,00010748,00010747,1,0014929,0011836
[09:09:39-040804],10747,91,00010748,00010747,1,0014929,0011745
[09:09:39-043056],10747,2,00010748,00010747,1,0014929,0011743
[09:09:39-044330],10747,2,00010748,00010747,1,0014929,0011741
[09:09:39-045676],10747,105,00010748,00010747,1,0014929,0011636
[09:09:39-048126],10747,6,00010748,00010747,1,0014929,0011630
[09:09:39-050677],10747,3,00010748,00010747,1,0014929,0011627
[09:09:39-053164],10747,3,00010748,00010747,1,0014929,0011624
[09:09:39-060720],10747,1,00010748,00010747,1,0014929,0011623
[09:09:39-063146],10747,25,00010748,00010747,1,0014929,0011598
[09:09:39-064403],10747,1,00010748,00010747,1,0014929,0011597
[09:09:39-065637],10747,2,00010748,00010747,1,0014929,0011595
[09:09:39-066611],10747,44,,0 000106,1,, 000108
[09:09:39-654045],10747,26,00010747,00010746,2,0015023,0011557
[09:09:51-437848],10747,100,00010747,00010746,2,0015148,0011526
[09:09:54-795436],10747,12,00010747,00010746,2,0015135,0011554
[09:09:54-797180],10747,24,00010747,00010746,2,0015111,0011554
[09:09:54-797578],10747,3,00010747,00010746,2,0015108,0011554
[09:09:54-799889],10747,44,00010747,00010746,2,0015056,0011554
[09:09:54-801346],10747,2,00010747,00010746,2,0015054,0011554
[09:09:54-802834],10747,3,00010747,00010746,2,0015051,0011554
[09:09:56-570207],10747,50,00010747,00010746,2,0015051,0011554
[09:09:57-125320],10747,1,00010747,00010746,2,0015050,0011554
[09:09:57-307138],10747,20,00010747,00010746,2,0015030,0011554
[09:09:57-315046],10747,1,00010748,00010746,2,0015029,0011554
[09:09:57-320917],10747,1,,0 000106,1,, 000108
[09:09:59-436118],10747,3,00010748,00010746,1,0014998,0011554
[09:09:59-458908],10747,6,00010748,00010747,1,0014998,0011558
[09:10:00-130292],10747,4,00010748,00010746,1,0014998,0011554
[09:10:00-493857],10747,5,,0 000106,1,, 000108
[09:10:01-046530],10747,5,00010748,00010746,1,0014998,0011554
[09:10:02-839358],10747,10,00010748,00010746,1,0014998,0011554
[09:10:05-252283],10748,100,00010748,00010746,2,0014898,0011554
[09:10:08-643371],10747,28,00010748,00010747,1,0014898,0011580
[09:10:08-750931],10747,26,00010748,00010746,1,0014898,0011554
[09:10:08-787085],10747,9,00010748,00010747,2,0014898,0011595
[09:10:08-788622],10747,1,00010748,00010747,1,0014898,0011594
[09:10:08-789963],10747,18,00010748,00010747,1,0014898,0011576
[09:10:08-791092],10747,22,,0 000106,1,, 000108
[09:10:11-234533],10747,3,00010747,00010746,2,0014905,0011554
[09:10:12-126646],10747,7,00010748,00010746,2,0014898,0011554
[09:10:34-064680],10747,6,00010748,00010747,1,0014908,0011867
[09:11:38-521254],10747,100,00010748,00010747,1,0014651,0011931
[09:12:10-267380],10747,200,00010748,00010747,1,0014652,0012332
[09:12:12-205484],10747,5,00010748,00010747,1,0014652,0012277
[09:12:17-625915],10747,1,00010748,00010747,1,0014652,0012276
[09:12:17-839588],10747,1,00010748,00010747,1,0014652,0012275
[09:12:18-207438],10747,1,00010748,00010747,1,0014652,0012274
[09:12:18-369995],10747,1,00010748,00010747,1,0014652,0012273
[09:12:18-989630],10747,1,00010748,00010747,1,0014652,0012272
[09:12:19-714459],10747,1,00010748,00010747,1,0014652,0012271
[09:12:20-498900],10747,1,00010748,00010747,1,0014652,0012270
[09:12:36-579177],10747,100,00010748,00010747,1,0014646,0012225
[09:13:30-215671],10748,6,00010748,00010747,2,0014540,0013122
[09:13:30-223103],10748,9,00010748,00010747,2,0014531,0013122
[09:13:30-226102],10748,32,00010748,00010747,2,0014499,0013122
[09:13:30-229289],10748,15,00010748,00010747,2,0013484,0013122
[09:13:30-232777],10748,5,00010748,00010747,2,0013479,0013122
[09:13:30-235158],10748,1,00010748,00010747,2,0013478,0013122
[09:13:30-242916],10748,27,00010748,00010747,2,0013451,0013122
[09:13:30-244083],10748,64,00010748,00010747,2,0013387,0013122
[09:13:30-245618],10748,15,00010748,00010747,2,0013372,0013122
[09:13:30-246477],10748,70,00010748,00010747,2,0013302,0013122
[09:13:30-247723],10748,1,00010748,00010747,2,0013301,0013122
[09:13:30-249001],10748,9,00010748,00010747,2,0013292,0013122
[09:13:30-250408],10748,45,00010748,00010747,2,0013247,0013122
[09:13:30-251887],10748,46,00010748,00010747,2,0013201,0013122
[09:13:30-253269],10748,1,00010748,00010747,2,0013200,0013122
[09:13:30-254821],10748,78,00010748,00010747,2,0013122,0013122
[09:13:30-256092],10748,17,,1 000106,2,, 000108
[09:13:32-635099],10748,4,00010749,00010748,1,0013105,0013391
[09:13:34-235158],10749,1,00010749,00010748,2,0013104,0013424
[09:14:05-309666],10748,250,00010749,00010748,1,0013704,0013900
[09:14:07-606974],10748,10,00010749,00010748,1,0013704,0013914
[09:14:32-467459],10749,5,00010749,00010748,2,0013649,0014757
[09:15:25-791044],10749,500,00010749,00010748,2,0012502,0015721
[09:15:25-798596],10749,5,00010749,00010748,2,0011997,0015757
[09:15:25-801122],10749,6,00010749,00010748,2,0011991,0015757
[09:15:25-803557],10749,3,00010749,00010748,2,0011988,0015757
[09:15:25-817253],10749,45,00010749,00010748,2,0011943,0015757
[09:15:29-258793],10749,100,00010749,00010748,2,0011843,0015757
[09:15:29-503955],10749,7,00010749,00010748,2,0011840,0015744
[09:15:29-752612],10749,50,00010749,00010748,2,0011791,0015744
[09:15:30-304644],10749,2,00010749,00010748,2,0011790,0015744
[09:15:30-952499],10749,4,00010749,00010748,2,0011781,0015751
[09:15:31-024518],10749,244,00010750,00010749,2,0011537,0016007
[09:15:32-235470],10750,5,00010750,00010749,2,0011662,0016042
[09:15:42-855808],10750,200,00010750,00010749,2,0011426,0016223
[09:15:53-619364],10750,100,00010750,00010749,2,0011758,0015803
[09:15:57-018179],10750,20,00010750,00010749,2,0011488,0015883
[09:16:03-773152],10750,10,00010750,00010749,2,0011998,0015923
[09:16:07-137950],10749,4,00010750,00010749,1,0011998,0015919
[09:16:11-743496],10750,1,00010750,00010749,2,0012026,0015890
[09:16:19-971031],10750,1,00010750,00010749,2,0012025,0015850
[09:16:24-395489],10750,50,00010750,00010749,2,0011975,0015811
[09:16:26-135419],10750,5,00010750,00010749,2,0011960,0015711
[09:16:29-712849],10750,50,00010750,00010749,2,0011910,0015562
[09:16:29-737494],10750,45,00010750,00010749,2,0010992,0015594
[09:16:32-716702],10750,18,00010750,00010749,2,0010974,0015545
[09:16:32-975751],10750,50,00010750,00010749,2,0010924,0015496
[09:16:33-629282],10750,300,00010750,00010749,2,0010626,0015526
[09:16:33-637961],10750,2,,3 000106,2,, 000108
[09:16:33-655675],10750,4,00010751,00010750,1,0010667,0015582
[09:16:33-656924],10750,4,00010751,00010749,1,0010667,0015578
[09:16:33-831606],10750,100,00010750,00010749,2,0010710,0015448
[09:16:34-608955],10750,1,00010750,00010749,2,0010714,0015498
[09:16:34-694134],10750,7,00010750,00010749,2,0010707,0015498
[09:16:34-997687],10750,14,00010751,00010750,2,0010667,0015554
[09:16:35-003076],10750,36,00010751,00010749,1,0010667,0015518
[09:16:35-273317],10750,5,00010751,00010749,1,0010667,0015518
[09:16:35-544530],10750,1,00010751,00010750,2,0010667,0015567
[09:16:35-546372],10750,49,00010751,00010749,1,0010667,0015518
[09:16:35-687320],10750,5,00010750,00010749,1,0010668,0015518
[09:16:35-896784],10750,1,00010751,00010750,2,0010667,0015523
[09:16:35-898652],10750,5,00010751,00010749,1,0010667,0015518
[09:16:37-159310],10750,9,00010750,00010749,2,0010236,0015521
[09:16:37-161573],10750,71,00010751,00010749,2,0010165,0015521
[09:16:40-340208],10750,100,00010751,00010750,1,0010165,0015461
[09:16:40-351306],10750,41,00010751,00010749,1,0010165,0015420
[09:16:40-354886],10750,3,00010751,00010749,2,0010165,0015420
[09:16:40-724416],10750,5,00010751,00010749,1,0010165,0015420
[09:16:40-823184],10750,3,00010751,00010749,1,0010165,0015420
[09:16:42-015720],10750,15,00010750,00010749,1,0010250,0015420
[09:16:42-075609],10750,5,00010750,00010749,2,0010245,0015420
[09:16:42-077544],10750,30,00010751,00010749,2,0010215,0015420
[09:16:43-036822],10750,5,00010750,00010749,1,0010260,0015421
[09:16:43-214372],10750,7,00010750,00010749,2,0010556,0015421
[09:16:46-125654],10749,22,00010750,00010749,1,0010774,0015379
[09:16:54-759465],10750,20,00010750,00010749,2,0010879,0015403
[09:17:02-192800],10750,3,00010750,00010749,2,0011347,0015442
